,Unnamed: 0,hashtags,text,emotion
28226,28226,[],"['thursday', 'national', 'hot', 'dog', 'day', 'like', 'every', 'year', 'celebrating', 'truly', 'american', 'combo']",1.0
33387,33387,['music'],"['know', 'may', 'sound', 'strange', 'many', 'incredible', 'iron', 'maiden', 'music', 'made', 'relax']",1.0
9282,9282,['31'],"['episode', 'minecraft', 'uploaded', 'think', 'next', 'episode', 'may', 'go', 'nether']",1.0
30596,30596,[],"['overtime', 'today', 'due', 'much', 'b', 'labor', 'day', 'chest', 'day', 'back', 'day', 'went', 'cant', 'wait', 'back', 'track', 'tomorrow']",1.0
17407,17407,[],"['went', 'qf', 'kerry', 'lad', 'game', 'hoped', 'dub', 'would', 'beat', 'kerry', 'cricket', 'score', 'game', 'st', 'min', 'cute']",-1.0
16133,16133,[],"['whats', 'ur', 'take', 'job', 'stoop', 'uk', 'missed', 'call', 'away', 'sole', 'possession', 'st', 'east']",1.0
38226,38226,[],"['normally', 'retweet', 'justin', 'bieber', 'time', 'thought', 'may', 'worth', 'merry', 'christmas', 'everyone']",1.0
26021,26021,[],"['want', 'total', 'babe', 'get', 'donut', 'every', 'friday', 'morning', 'dunkin']",1.0
2014,2014,"['capetown', 'woot']","['entered', 'cape', 'argus', 'pick', 'n', 'pay', 'bike', 'tour', 'happening', 'march', 'get']",1.0
30093,30093,[],"['going', 'pack', 'ad', 'tomorrow', 'edmonton']",1.0
33768,33768,[],"['usually', 'get', 'tough', 'opponent', 'till', 'week', 'murrays', 'st', 'week', 'whoever', 'heard', 'play', 'top', 'player', 'win']",1.0
20385,20385,[],"['god', 'abraham', 'isaac', 'n', 'jacob', 'israel', 'hes', 'alive', 'israel', 'u', 'may', 'ask']",1.0
295,295,['sxsw'],"['turn', 'ipad', 'physical', 'messaging', 'platform', 'holler', 'gram', 'cheeky', 'app', 'built']",1.0
45677,45677,[],"['nirvana', 'whiskey', 'wednesday', 'night', 'get', 'wit']",1.0
46216,46216,[],"['im', 'offended', 'whatever', 'may', 'said', 'respect', 'remain', 'hulk', 'hogan', 'fan', 'much', 'bigger', 'wwe']",1.0
39781,39781,[],"['yakub', 'faith', 'indian', 'judicial', 'system', 'came', 'back', 'blow', 'people', 'mar', 'justice', 'riot', 'victim']",-1.0
10787,10787,[],"['yankee', 'sharp', 'lefty', 'matt', 'moore', 'hill', 'eovaldi', 'tomorrow', 'give', 'david', 'price', 'run']",1.0
12928,12928,[],"['islam', 'throughout', 'world', 'may', 'interpreted', 'different', 'way', 'doe', 'evolve']",1.0
14204,14204,[],"['george', 'osborne', 'come', 'clean', 'win', 'loses', 'budget', 'uk', 'news', 'guardian', 'stop', 'fiddling', 'figure']",1.0
16715,16715,['tweetpic66'],"['weeks', 'contest', 'tweeting', 'picture', 'mario', 'lemieux', 'signed', 'item', 'winner', 'chosen', 'randomly', 'friday', 'pm']",1.0
28498,28498,[],"['would', 'make', 'night', 'replied', 'retweeted', 'u', 'ireland', 'love', 'jersey', 'shore']",1.0
1295,1295,"['sxsw', 'ipad2']","['google', 'map', 'route', 'around', 'traffic', 'saving', 'user', 'year', 'every', 'day', 'marissa', 'mayer']",1.0
28090,28090,['ishouldjustwatchthat'],"['sitting', 'watching', 'jurassic', 'park', 'lost', 'world', 'remembering', 'st', 'one', 'favorite']",-1.0
10860,10860,[],"['deepest', 'condolence', 'lee', 'soo', 'man', 'family', 'may', 'get', 'better', 'beautiful', 'place', 'heaven', 'rest', 'peace']",1.0
18912,18912,[],"['thank', 'came', 'channel', 'watch', 'batman', 'failure', 'action', 'tonight', 'back', 'tomorrow', 'maybe', 'sunday']",1.0
3597,3597,['FUCKYES'],"['saw', 'stream', 'panther', 'v', 'packer', 'game', 'sunday']",1.0
39486,39486,[],"['scioscia', 'called', 'pitch', 'count', 'v', 'white', 'sox', 'thursday']",1.0
19668,19668,['notlookingforwardtodennys'],"['st', 'patty', 'day', 'goer', 'getting', 'drunk', 'ill', 'serving', 'last', 'call']",-1.0
12122,12122,[],"['throwback', 'poster', 'bad', 'blood', 'honor', 'taylors', 'award', 'vmas', 'last', 'sunday', 'law', 'got', 'power']",1.0
37234,37234,['7'],"['want', 'win', 'random', 'daily', 'giveaway', 'september', 'prize', 'nike', 'eg', 'entered', 'win']",1.0
38877,38877,[],"['going', 'home', 'try', 'maybe', 'study', 'sat', 'tomorrow']",1.0
14280,14280,[],"['natalie', 'us', 'visitation', 'tomorrow', 'zeimer', 'us', 'east', 'hebron', 'uc', 'funeral', 'holy', 'rosary', 'saturday', 'msg']",1.0
14623,14623,"['SPECTRE', 'Bond']","['sam', 'smith', 'may', 'given', 'away']",1.0
2738,2738,[],"['wanna', 'go', 'crazy', 'zayn', 'till', 'see', 'sun']",1.0
36300,36300,[],"['like', 'sound', 'us', 'p', 'every', 'wednesday', 'animal', 'planet', 'channel']",1.0
19743,19743,[],"['adblock', 'browser', 'android', 'available', 'google', 'play', 'might', 'september', 'cool', 'tech']",1.0
16874,16874,[],"['really', 'get', 'sleep', 'since', 'class', 'tomorrow', 'ps', 'madden', 'front', 'kinda', 'hard']",1.0
8212,8212,[],"['want', 'watch', 'real', 'madrid', 'v', 'espanyol', 'game', 'saturday']",1.0
40633,40633,['confirmed'],"['us', 'listen', 'deluxe', 'version', 'tmh', 'itunes', 'pm', 'gmt', 'nov', 'th', 'uc', 'monday']",1.0
18826,18826,[],"['officialy', 'hate', 'window', 'suck', 'laptop', 'back', 'xp', 'tomorrow', 'also', 'huge', 'delay', 'movie', 'wa', 'close']",-1.0
43898,43898,[],"['dustin', 'johnson', 'somehow', 'went', 'st', 'th', 'two', 'round']",1.0
11520,11520,[],"['serious', 'talk', 'tyler', 'dayz', 'thing', 'uc', 'hook', 'server', 'skype', 'ocdsupertoaster', 'cell', 'dinner', 'st']",1.0
24684,24684,['kanye2020'],"['powers', 'hr', 'twenty', 'one', 'pilot', 'perform', 'nicki', 'drag', 'miley', 'probably', 'sun', 'exploded', 'let', 'check']",1.0
24809,24809,['nsn'],"['please', 'please', 'follow', 'thank', 'u', 'come', 'mexico', 'september', 'love', 'u', 'much', 'bbb']",1.0
6981,6981,[],"['dustin', 'johnson', 'best', 'thursday', 'golfer', 'tour']",1.0
35109,35109,['india'],"['vp', 'nominee', 'jaswant', 'likely', 'meet', 'jayalalithaa', 'august', 'usome', 'leader', 'also', 'touch']",1.0
7559,7559,[],"['got', 'lot', 'work', 'done', 'tonight', 'uc', 'kinda', 'proud', 'tomorrow', 'gonna', 'good', 'day', 'uc', 'happy', 'friday']",1.0
23984,23984,[],"['starting', 'tomorrow', 'weekend', 'york', 'fall', 'home', 'show', 'york', 'fairground', 'expo', 'center']",1.0
23281,23281,[],"['may', 'allowed', 'speak', 'justin', 'bieber', 'kinda', 'take', 'greet', 'meet', 'greet']",-1.0
270,270,['sxsw'],"['catch', 'mean', 'ipad']",1.0
31068,31068,[],"['still', 'put', 'pre', 'order', 'button', 'galaxy', 'note', 'website', 'im', 'going', 'store', 'tomorrow', 'pick']",1.0
10600,10600,[],"['anyone', 'tryna', 'go', 'see', 'zac', 'brown', 'band', 'oct']",1.0
16828,16828,['trndnl'],"['lady', 'gaga', 'appeared', 'saturday', 'th', 'place', 'top', 'greeces', 'trend']",1.0
30920,30920,[],"['yea', 'im', 'done', 'briana', 'getting', 'blocked', 'rd', 'time']",-1.0
24014,24014,[],"['goldschimdt', 'leading', 'last', 'place', 'team', 'harper', 'may', 'even', 'make', 'playoff', 'lol']",-1.0
34404,34404,[],"['make', 'david', 'beckham', 'tomorrow']",1.0
18495,18495,['Boxing'],"['floyd', 'mayweather', 'heavy', 'favourite', 'go', 'th', 'bet', 'fight']",1.0
813,813,['sxsw'],"['arg', 'load', 'iphone', 'via', 'app', 'store', 'site', 'trying', 'feelin', 'touch']",-1.0
34876,34876,[],"['ill', 'never', 'forget', 'getting', 'argument', 'kendricks', 'black', 'black', 'crime', 'stuff', 'club', 'friday', 'night']",-1.0
40350,40350,[],"['margenthaler', 'really', 'excited', 'team', 'compete', 'well', 'northern', 'sun', 'big', 'ten']",1.0
25984,25984,[],"['huge', 'business', 'trip', 'team', 'match', 'philly', 'tomorrow', 'drexel']",1.0
12136,12136,[],"['houston', 'peep', 'go', 'see', 'rumour', 'fleetwood', 'mac', 'cover', 'band', 'los', 'angeles', 'saturday', 'regret']",1.0
11062,11062,[],"['wait', 'till', 'th', 'grade', 'rigor', 'wait', 'no', 'rd']",1.0
41838,41838,[],"['saw', 'commercial', 'michael', 'jackson', 'immortal', 'world', 'tour', 'cirque', 'du', 'soleli', 'going', 'july']",1.0
17008,17008,[],"['cant', 'raven', 'game', 'thursday', 'first', 'game', 'preseason', 'im', 'glad', 'football', 'back']",1.0
7581,7581,[],"['kurt', 'cobain', 'solo', 'album', 'released', 'november', 'guess', 'hes', 'taking', 'another', 'shot', 'music']",1.0
22777,22777,[],"['anyone', 'want', 'buy', 'zac', 'brown', 'band', 'ticket', 'sept']",1.0
4690,4690,[],"['october', 'uc', 'completes', 'year', 'kenneth', 'kk', 'downing', 'jr', 'uc', 'guitarist', 'british', 'heavy', 'metal', 'band', 'juda', 'priest']",1.0
46437,46437,[],"['um', 'pretty', 'sure', 'bill', 'ubrien', 'ha', 'gone', 'th', 'one', 'season', 'paterno', 'entire', 'career']",1.0
23224,23224,[],"['dmv', 'performing', 'live', 'dc', 'star', 'saturday', 'w', 'big', 'band', 'shout', 'sunshine', 'bennyt']",1.0
13595,13595,[],"['watch', 'lil', 'guy', 'round', 'rousey', 'weight', 'class', 'may', 'knew', 'billie', 'king', 'making']",1.0
32250,32250,[],"['first', 'time', 'ever', 'ptv', 'air', 'u', 'bruce', 'springsteen', 'p', 'saturday']",1.0
1728,1728,[],"['next', 'obama', 'special', 'interest', 'israel', 'f', 'program', 'dairy', 'industry', 'still', 'nd', 'best', 'jill', 'stein']",1.0
1953,1953,[],"['whos', 'going', 'ed', 'sheerans', 'concert', 'wednesday']",1.0
23080,23080,[],"['star', 'war', 'visionary', 'becomes', 'one', 'force', 'artist', 'dy', 'star', 'war', 'conceptual', 'artist', 'ralph', 'mcquarrie', 'uc', 'w']",-1.0
6387,6387,[],"['scene', 'ice', 'cube', 'writing', 'friday', 'solidified', 'many', 'thing', 'writing', 'formal', 'training']",1.0
32749,32749,[],"['im', 'going', 'right', 'hollywood', 'tan', 'st', 'walnut', 'today', 'right', 'school']",1.0
141,141,"['sxsw', 'ipad2']","['iphone', 'apps', 'probably', 'need', 'use']",1.0
7337,7337,[],"['game', 'flip', 'sunday', 'night', 'raw', 'see', 'undertaker', 'take', 'john', 'cena']",1.0
9869,9869,[],"['mario', 'williams', 'catching', 'hell', 'exposed', 'sunday', 'like', 'buffalo', 'see', 'already']",-1.0
33637,33637,[],"['talk', 'curtis', 'axel', 'blowing', 'wwe', 'fan', 'tomorrow', 'really', 'want', 'hear', 'take']",1.0
20206,20206,[],"['fucking', 'hate', 'dana', 'white', 'lets', 'give', 'aldo', 'nd', 'chance', 'sec', 'fight', 'lets', 'give', 'rhonda', 'rematch', 'get', 'destroyed']",-1.0
45367,45367,[],"['scotus', 'claimed', 'th', 'amendment', 'could', 'make', 'sex', 'marriage', 'ruling', 'matter', 'far', 'stretch']",-1.0
1762,1762,[],"['going', 'see', 'antman', 'today', 'get', 'pasta', 'im', 'birthday', 'stuff', 'today', 'band', 'camp', 'tomorrow', 'thats', 'day']",1.0
40014,40014,[],"['soooo', 'friend', 'mari', 'selling', 'two', 'sam', 'smith', 'concert', 'ticket', 'concert', 'maverick', 'center', 'salt', 'lake', 'october', 'nd']",1.0
43799,43799,[],"['fine', 'wait', 'tomorrow', 'really', 'blow', 'randy', 'orton', 'may', 'lose', 'kevin', 'owen', 'randy', 'may', 'win']",1.0
24252,24252,"['c', 'FirstTake']","['compare', 'aaron', 'rodgers', 'matt', 'flynn', 'c', 'umon']",1.0
27644,27644,[],"['former', 'saturday', 'night', 'live', 'cohort', 'tina', 'fey', 'uc', 'amy', 'poehler', 'teaming', 'host', 'golden', 'globe', 'award']",1.0
44092,44092,[],"['like', 'opening', 'hole', 'quad', 'dustin', 'johnson', 'best', 'thursday', 'friday', 'major', 'golfer', 'ever']",1.0
384,384,['sxsw'],"['fan', 'new', 'trend', 'audience', 'sharing', 'opinion', 'via', 'holding', 'ipad', 'listen']",-1.0
14865,14865,[],"['celebrate', 'nd', 'birthday', 'beautiful', 'prince', 'george', 'offering', 'personalised', 'child', 'related']",1.0
29341,29341,[],"['japan', 'fukaoka', 'tix', 'released', 'nov', 'im', 'doubtful', 'get', 'tix', 'coz', 'vip', 'priority']",-1.0
4370,4370,[],"['miss', 'last', 'mamaway', 'breast', 'feeding', 'workshop', 'next', 'session', 'westfield', 'parramatta', 'store', 'thursday']",1.0
27894,27894,"['SWFC', 'OperationPTL']","['played', 'wednesday', 'uc', 'outclassed', 'premier', 'league', 'team', 'tonight', 'sound']",1.0
28067,28067,"['Net', 'energyefficiency']","['house', 'may', 'old', 'new', 'kind', 'house', 'prince', 'georges', 'county', 'zero']",1.0
13643,13643,[],"['spoke', 'giles', 'clarke', 'yday', 'iccs', 'global', 'tv', 'right', 'deal', 'star', 'read', 'thought', 'analysis', 'tomorrow']",1.0
26116,26116,[],"['guessed', 'straight', 'outta', 'compton', 'wa', 'usher', 'g', 'easy', 'kanye', 'west', 'chris', 'brown', 'macklemore', 'b', 'wa', 'told', 'rd', 'person', 'ice', 'cube']",1.0
7685,7685,[],"['shell', 'real', 'mvp', 'got', 'dunkin', 'tomorrow']",1.0
39027,39027,[],"['spent', 'morning', 'xmas', 'fabric', 'shopping', 'may', 'taken', 'detour', 'via', 'xmas', 'shop', 'shhh', 'x']",1.0
43457,43457,[],"['going', 'see', 'kendrick', 'lamar', 'jan']",1.0
14106,14106,[],"['paul', 'mccartney', 'set', 'perform', 'bjc', 'october', 'th']",1.0
46721,46721,['toughdecisions'],"['dont', 'know', 'tshirt', 'wear', 'manchester', 'show', 'tomorrow', 'nirvana', 'chemical', 'romance', 'used']",1.0
14242,14242,[],"['wed', 'two', 'part', 'interview', 'blue', 'legend', 'edgar', 'winter', 'listen', 'free', 'fm', 'am', 'hes', 'bluesfest', 'sat']",1.0
10190,10190,"['amwriting', 'LiveTheBook']","['almost', 'finished', 'twilights', 'tomorrow', 'break', 'heart', 'ending', 'mean', 'lived', 'book']",1.0
26762,26762,[],"['hear', 'hillarys', 'authenticity', 'czar', 'going', 'sunday', 'show']",-1.0
16898,16898,[],"['forget', 'tomorrow', 'sunday', 'lord', 'day', 'christian', 'attend', 'church', 'lord', 'day']",1.0
36540,36540,['RIPRoddyPiper'],"['st', 'live', 'event', 'intercontinental', 'champion', 'rowdy', 'roddy', 'piper', 'tagged', 'hogan', 'sid', 'justice', 'ric', 'flair']",1.0
7456,7456,"['WWE', 'SummerSlam']","['cant', 'wait', 'tomorrow', 'big', 'day', 'undertaker', 'v', 'brock', 'lesnar', 'last', 'time', 'ever']",1.0
14637,14637,[],"['may', 'strong', 'enough', 'defend', 'real', 'world', 'kick', 'naruto']",1.0
39844,39844,['adeslaz'],"['osho', 'sunday', 'oliseh', 'home', 'based', 'player', 'super', 'eagle', 'coachs', 'plan', 'according', 'sun', 'news']",1.0
21485,21485,['E60'],"['ers', 'helping', 'vernon', 'davis', 'cause', 'story', 'profile', 'air', 'tomorrow', 'espn', 'good', 'stuff']",1.0
17131,17131,[],"['noel', 'fielding', 'chat', 'tfi', 'friday', 'chris', 'evans', 'going', 'keep', 'rabbiting', 'another', 'break', 'groan']",-1.0
35374,35374,[],"['get', 'donor', 'would', 'fill', 'jeb', 'bushs', 'coffer', 'frightening', 'division', 'republican', 'party', 'may', 'end', 'loss']",-1.0
42905,42905,[],"['paul', 'mccartney', 'said', 'hed', 'follow', 'sun', 'ive', 'got', 'news', 'pablo', 'aint', 'going', 'anywhere']",1.0
29712,29712,[],"['oh', 'goodie', 'gonna', 'snow', 'storm', 'tomorrow', 'morning', 'fun', 'commute', 'coming', 'winter', 'awesome', 'neutral', 'cmon', 'travis', 'kid']",-1.0
13949,13949,[],"['david', 'beckham', 'may', 'passed', 'taylor', 'swift', 'good', 'deed', 'list', 'check']",1.0
18559,18559,['nowplaying'],"['linkin', 'park', 'lost', 'echo', 'probably', 'ut', 'listened', 'since', 'th', 'grade', 'song', 'actually', 'pretty', 'good']",1.0
32224,32224,[],"['real', 'madrids', 'appeal', 'uefa', 'lfp', 'de', 'gea', 'transfer', 'successful', 'hell', 'join', 'tomorrow', 'yikes']",1.0
8054,8054,[],"['amazon', 'rainforest', 'lung', 'world', 'ha', 'lost', 'th', 'tree', 'decade']",-1.0
17367,17367,[],"['good', 'webinar', 'enchoice', 'ha', 'great', 'deal', 'experience', 'ibm', 'content', 'manager', 'ondemand']",1.0
36670,36670,[],"['yes', 'father', 'um', 'well', 'uc', 'haha', 'sun', 'always', 'uc', 'know', 'lead', 'hows', 'future', 'bobby', 'moore', 'getting']",1.0
27250,27250,[],"['mom', 'best', 'friend', 'wa', 'talking', 'mom', 'wore', 'nirvana', 'shirt', 'baggy', 'jean', 'th', 'grade', 'mmmmm', 'stylish']",1.0
14341,14341,[],"['federer', 'looking', 'good', 'winning', 'cincy', 'th', 'time']",1.0
4426,4426,[],"['agree', 'watch', 'mum', 'monday', 'night', 'show', 'thats', 'gonna', 'happen', 'anymore', 'bc', 'big', 'brother']",-1.0
1250,1250,"['social', 'muse', 'android', 'appcircus', 'sxsw']","['platform', 'concertgoers', 'launch', 'android', 'app', 'time', 'sxsw', 'mashable']",1.0
46425,46425,[],"['raymond', 'us', 'busy', 'homemade', 'gingerbread', 'lemon', 'icing', 'tomorrow', 'us', 'homemade', 'cake', 'soup']",1.0
18747,18747,[],"['forever', 'jealous', 'going', 'sam', 'smith', 'concert', 'tomorrow']",-1.0
24253,24253,[],"['keep', 'attracting', 'radical', 'black', 'racist', 'like', 'may', 'related', 'vester', 'liberal', 'gay', 'racist']",-1.0
18687,18687,[],"['peeing', 'justin', 'bieber', 'sos', 'th', 'harmony', 'beef', 'truly', 'keep', 'young']",1.0
11267,11267,[],"['looking', 'possible', 'caitlyn', 'jenner', 'may', 'charged', 'manslaughter', 'serious', 'question', 'doe', 'go', 'male', 'female', 'prison']",-1.0
36914,36914,[],"['mahiro', 'may', 'bias', 'kiryu', 'hiyori', 'definitely', 'cutest', 'look', 'like', 'nikki']",1.0
45836,45836,[],"['tom', 'horne', 'wa', 'lying', 'bastard', 'said', 'marched', 'mlk', 'uc', 'us', 'lying', 'bastard', 'arizona', 'ag', 'us', 'love', 'xo', 'jan', 'brewer']",1.0
8581,8581,[],"['video', 'niall', 'u', 'open', 'new', 'york', 'sept', 'jessenia']",1.0
13862,13862,[],"['bet', 'liam', 'wrote', 'fool', 'gold', 'niall', 'wrote', 'night', 'change', 'harryandlouis', 'sat', 'back', 'room', 'making']",1.0
28745,28745,[],"['heading', 'split', 'hvar', 'today', 'tomorrow', 'hvar', 'following', 'day', 'pag', 'island']",1.0
6153,6153,[],"['hope', 'cloud', 'sky', 'far', 'travelling', 'split', 'tomorrow', 'hvar', 'next', 'couple', 'day', 'howre', 'getting']",1.0
26532,26532,[],"['track', 'one', 'gary', 'ablett', 'check', 'go', 'lovely', 'lauren', 'ut', 'fail', 'lol', 'uc', 'may', 'need', 'frock', 'brownlow']",1.0
9862,9862,[],"['christian', 'pakistan', 'iraq', 'saudi', 'arabia', 'india', 'palestine', 'western', 'china', 'east', 'africa', 'may', 'god', 'ease', 'pain']",1.0
12232,12232,[],"['apple', 'ha', 'recall', 'st', 'generation', 'ipod', 'nanos', 'give', 'th', 'generation', 'ipod', 'nano', 'return', 'st', 'generation', 'one']",1.0
6806,6806,[],"['hey', 'got', 'tix', 'looper', 'wed', 'us', 'sylvia', 'park', 'work', 'town']",1.0
18480,18480,[],"['may', 'please', 'picture', 'seatplan', 'vamp', 'concert', 'please']",1.0
26874,26874,"['LAKings', 'NHL13', 'IsThatPossible']","['hve', 'good', 'real', 'team', 'might', 'disappoint', 'jeff', 'carter', 'ha', 'goal', 'thru', 'january']",1.0
8735,8735,[],"['listening', 'album', 'right', 'uc', 'th', 'time', 'lol', 'uc', 'um', 'poetic', 'justice']",1.0
40389,40389,[],"['valentine', 'day', 'ha', 'cancelled', 'may', 'asking', 'see', 'us', 'simple', 'math']",-1.0
5432,5432,[],"['might', 'something', 'jurassic', 'world', 'rd', 'biggest', 'box', 'office', 'taking', 'time']",1.0
19566,19566,[],"['may', 'going', 'jason', 'aldean', 'concert', 'tomorrow']",1.0
11005,11005,[],"['good', 'news', 'time', 'teenager', 'find', 'pic', 'nirvanas', 'first', 'gig', 'world', 'rejoices']",1.0
1472,1472,[],"['may', 'may', 'put', 'song', 'game', 'throne', 'soundtrack', 'playlist', 'yoga', 'class', 'im', 'teaching', 'tonight']",1.0
16153,16153,['edchat'],"['watch', 'school', 'sb', 'insight', 'tomorrow', 'peter', 'garrett', 'naomi', 'u', 'proud']",1.0
42472,42472,[],"['oddly', 'apple', 'event', 'stream', 'edge', 'browser', 'chrome']",-1.0
43430,43430,[],"['person', 'could', 'put', 'country', 'back', 'together', 'reinforce', 'secular', 'state', 'donald', 'trump']",1.0
35901,35901,['RIPFrankGifford'],"['frank', 'gifford', 'wa', 'monday', 'night', 'football', 'got', 'watching', 'australia', 'early']",1.0
39250,39250,[],"['apples', 'yearly', 'event', 'underway', 'product', 'expect', 'release', 'watch', 'live']",1.0
19353,19353,"['entertainment', 'OC']","['emmy', 'unwatched', 'award', 'show', 'february', 'uc', 'grammy', 'award', 'show', 'blew']",1.0
28803,28803,[],"['ice', 'cube', 'genius', 'tbf', 'know', 'actually', 'wrote', 'screenplay', 'friday']",1.0
4513,4513,[],"['ihop', 'ha', 'short', 'stack', 'tomorrow', 'finna', 'fuck']",1.0
41170,41170,"['Raw', 'RAWKansasCity', 'Undertaker']","['brock', 'lesnar', 'beast', 'find', 'podcast']",1.0
24807,24807,[],"['join', 'kanes', 'faculty', 'residence', 'friday', 'night', 'baylor', 'watch', 'party', 'clubhouse', 'kickoff', 'pm']",1.0
17191,17191,['MayweatherBerto'],"['know', 'floyd', 'mayweather', 'ha', 'picked', 'andre', 'berto', 'fight', 'sep', 'would', 'poetic', 'justice', 'berto', 'got', 'w']",1.0
1578,1578,[],"['team', 'alabama', 'falcon', 'playing', 'good', 'game', 'weekend', 'one', 'sat', 'one', 'sun', 'p', 'maybe', 'us', 'good', 'luck']",1.0
16515,16515,[],"['wonderful', 'trilogy', 'chefstudio', 'dinner', 'first', 'one', 'tomorrow', 'night', 'chef', 'paleys', 'place']",1.0
19646,19646,[],"['chuck', 'close', 'talk', 'process', 'anticipation', 'opening', 'tonight', 'pm', 'west', 'th', 'street']",1.0
23177,23177,[],"['know', 'super', 'busy', 'paper', 'town', 'movie', 'oldschool', 'vlogbrothers', 'q', 'tuesday', 'peanutbutter', 'face', 'xd']",1.0
10342,10342,[],"['know', 'want', 'see', 'rd', 'definitely', 'want', 'see', 'kane']",-1.0
18518,18518,[],"['l', 'whos', 'coming', 'beatport', 'festival', 'july', 'th', 'dance', 'ass', 'shannon', 'leto']",1.0
17631,17631,[],"['day', 'stuck', 'taipei', 'airport', 'possibly', 'going', 'la', 'wait', 'storm', 'think', 'id', 'make', 'cali', 'st', 'time', 'way']",-1.0
2563,2563,['Cant'],"['spend', 'day', 'angela', 'merkel', 'th', 'grader', 'leave', 'bag', 'uber']",1.0
30649,30649,[],"['tomorrow', 'big', 'apple', 'event', 'think', 'well', 'see', 'ipad', 'pro', 'ipad', 'stylus', 'curious', 'see', 'bring']",1.0
22353,22353,['bieberbestedagain'],"['lloyd', 'robertson', 'ended', 'show', 'mention', 'plaque', 'stratford', 'today', 'joked', 'bieber', 'get', 'st']",1.0
29777,29777,[],"['archive', 'join', 'u', 'shout', 'christian', 'monday', 'outside', 'parliament', 'weather', 'expected', 'nice']",1.0
18588,18588,[],"['wa', 'international', 'womens', 'day', 'march', 'hope', 'return', 'soon', 'love']",1.0
25879,25879,['RIP'],"['may', 'pull', 'oldskool', 'ipod', 'blast', 'tupac', 'tv', 'morning']",1.0
2392,2392,[],"['andy', 'rooney', 'make', 'last', 'appearance', 'cbs', 'minute', 'sunday', 'tvnewser']",1.0
27336,27336,[],"['never', 'break', 'th', 'comandment', 'beast', 'brock', 'lesnar', 'thy', 'shall', 'intentionally', 'provoke', 'beast']",1.0
11210,11210,[],"['look', 'ps', 'give', 'mem', 'leak', 'titleid', 'request', 'im', 'correct', 'p', 'mobile', 'app', 'may', 'find', 'something']",1.0
37164,37164,['Jets'],"['derrick', 'mason', 'slot', 'though', 'hear', 'sanchez', 'mason', 'st', 'another', 'rd', 'conversion', 'year']",1.0
