,text,emotion
28,"['amazon', 'prime', 'day', 'equivalent', 'drinking', 'alone', 'home', 'friday', 'night']",-1
29,"['vamp', 'music', 'video', 'tomorrow', 'im', 'im', 'omg', 'gonna', 'interesting', 'see', 'turned']",1
30,"['row', 'escalated', 'manchester', 'united', 'real', 'madrid', 'tuesday', 'collapsed', 'transfer', 'david', 'de', 'gea']",1
31,"['beltre', 'lead', 'rd', 'single', 'one', 'josh', 'hamilton']",1
32,"['emily', 'paris', 'kirk', 'michel', 'though', 'probably', 'change', 'every', 'episode']",1
33,"['give', 'movie', 'star', 'netflix', 'sat', 'piece', 'shit', 'want', 'well']",-1
34,"['festival', 'girl', 'definitely', 'want', 'see', 'least', 'end', 'paul', 'mccartney', 'tonight', 'friend', 'omg', 'yes', 'paul', 'played', 'friday']",1
35,"['put', 'samsung', 'spen', 'stylus', 'galaxy', 'note', 'wrong', 'way', 'may', 'break', 'pen', 'possibly']",-1
36,"['guess', 'ima', 'mom', 'keep', 'buying', 'big', 'bear', 'valentine', 'christmas', 'since', 'treys']",-1
37,"['mets', 'get', 'david', 'wright', 'back', 'tonight', 'nats', 'fan', 'know', 'thats', 'automatically', 'good', 'thing', 'mets']",-1
38,"['wa', 'saddened', 'hear', 'death', 'frank', 'gifford', 'saw', 'monday', 'night', 'football', 'wa', 'great', 'missed']",1
39,"['come', 'see', 'david', 'bowie', 'tribute', 'show', 'um', 'king', 'king', 'uc', 'h', 'uwood', 'uc', 'nov', 'b', 'uday', 'singer', 'dancer', 'uc', 'pc', 'band', 'killin']",1
40,"['go', 'watch', 'rise', 'super', 'today', 'cowboy', 'tomorrow', 'leave', 'tomorrow', 'bored', 'today']",1
41,"['roll', 'sharknado', 'thats', 'fact']",1
42,"['never', 'start', 'working', 'dream', 'goal', 'tomorrow', 'tomorrow', 'never', 'come', 'mean', 'anything', 'u', 'uc', 'act']",1
43,"['echo', 'sex', 'offender', 'warned', 'may', 'face', 'jail', 'offence']",-1
44,"['totally', 'fair', 'shit', 'wa', 'january', 'response', 'charlie', 'hebdo', 'attack']",-1
45,"['comeee', 'onnn', 'kim', 'jong', 'un']",-1
46,"['diego', 'costa', 'doubt', 'tomorrow', 'hes', 'doubt', 'half', 'chelseas', 'game', 'season']",-1
47,"['please', 'get', 'u', 'wrong', 'kpop', 'group', 'come', 'barcelona', 'september', 'kpop', 'meeting', 'organized', 'fanbases']",1
48,"['hey', 'everyone', 'case', 'forgot', 'isi', 'killing', 'raping', 'christian', 'homosexual', 'many', 'group', 'today', 'enjoy', 'saturday']",-1
49,"['cant', 'sleep', 'got', 'lot', 'mind', 'cant', 'get', 'wgc', 'tourney', 'russia', 'really', 'need', 'fight', 'dec', 'jan', 'gotta', 'stay', 'busy']",-1
50,"['lana', 'del', 'rey', 'playing', 'may', 'ahhh', 'go', 'uc', 'bless', 'revealing', 'information', 'x']",1
51,"['may', 'bought', 'kimoji', 'app', 'could', 'text', 'kim', 'kardashians', 'ugly', 'cry', 'face']",-1
52,"['sure', 'im', 'going', 'halloween', 'yet', 'sun', 'shine', 'obvious', 'uc', 'larry', 'bird', 'front', 'runner', 'right']",-1
53,"['may', 'rest', 'peace', 'stay', 'strong', 'kakek', 'lee', 'soo', 'man']",1
54,"['x', 'foo', 'fighter', 'ticket', 'sat', 'mk', 'selling', 'face', 'value', 'shout', 'interested', 'know', 'someone']",1
55,"['may', 'allah', 'save', 'protect', 'muslim', 'car']",1
56,"['google', 'earth', 'vr', 'd', 'rudder']",1
57,"['stats', 'stats', 'uc', 'record', 'broke', 'crunch', 'time', 'th', 'quarter', 'uc', 'jordan', 'niggaz', 'scared', 'bron', 'uckd', 'kobe', 'ut', 'say']",-1
58,"['kane', 'bentaleb', 'always', 'gonna', 'breakthrough', 'talented', 'bentaleb', 'th', 'choice', 'class', 'front']",1
59,"['trump', 'leadership', 'pick', 'get', 'worse', 'worse', 'trump', 'selection', 'breitbart', 'news', 'darling', 'steve', 'bannon']",-1
60,"['mean', 'like', 'george', 'soros', 'oh', 'wait', 'hes', 'actually', 'one', 'funding', 'anti', 'trump', 'riot']",-1
61,"['start', 'tomorrow', 'eid', 'wa', 'th', 'july', 'today', 'shawaal', 'allahu', 'alam']",1
62,"['charlie', 'hebdo', 'murder', 'people', 'blamed', 'journalist', 'hope', 'theyre', 'ashamed', 'france', 'nd', 'dangerous', 'country', 'reporter']",-1
63,"['st', 'generation', 'feel', 'impact', 'climate', 'change', 'last', 'something', 'obama']",1
64,"['putin', 'u', 'nato', 'irreversibly', 'pushing', 'world', 'towards', 'nuclear', 'war']",-1
65,"['st', 'theyre', 'sour', 'ayesha', 'currys', 'clothing', 'preference', 'kendrick', 'nominated', 'grammys', 'ratchet', 'twitter', 'fleeing', 'hill']",-1
66,"['dear', 'im', 'disappointed', 'headphone', 'give', 'ur', 'phone', 'sadly', 'still', 'moto', 'g', 'rd', 'gen']",-1
67,"['kanye', 'west', 'run', 'president', 'making', 'kim', 'first', 'st', 'lady', 'sex', 'tape']",-1
68,"['knew', 'amazon', 'prime', 'day', 'wa', 'destined', 'fail', 'saw', 'wa', 'held', 'th', 'composite', 'prime']",-1
69,"['think', 'people', 'forgetting', 'hrc', 'still', 'investigation', 'clinton', 'foundation', 'seperate', 'issu']",-1
70,"['november', 'rd', 'norfolk', 'uc', 'vanorva', 'theatre', 'na', 'november', 'th', 'washington', 'ucdc', 'dar', 'constitution', 'hall', 'concert', 'seeker']",1
71,"['balotelli', 'back', 'playing', 'milan', 'first', 'game', 'back', 'break', 'jan', 'th', 'v', 'bologna', 'corsport']",1
72,"['psyched', 'grand', 'strand', 'cypher', 'september', 'boy', 'gonna', 'worldstarhiphop']",1
73,"['advocate', 'veganism', 'vegetarianism', 'well', 'one', 'whole', 'world', 'went', 'vegan', 'could', 'end', 'world', 'hunger']",1
74,"['microsoft', 'join', 'linux', 'foundation', 'platinum', 'member', 'venturebeat', 'dev', 'emil', 'protalinski']",1
75,"['erdogan', 'comment', 'recent', 'escalation', 'violence', 'public', 'punish', 'people', 'elex', 'day', 'nov']",-1
76,"['real', 'madrid', 'make', 'patented', 'galactico', 'signing', 'may', 'nearly', 'lost', 'galacti']",-1
77,"['good', 'morning', 'becky', 'thursday', 'going', 'fantastic']",1
78,"['doug', 'wead', 'interviewed', 'live', 'tonight', 'uc', 'wed', 'uc', 'pm', 'edt', 'link', 'video', 'please', 'retweet']",1
79,"['channing', 'tatum', 'white', 'oak', 'tomorrow', 'stalker']",1
80,"['miguel', 'montero', 'hit', 'th', 'home', 'run', 'season', 'brings', 'home', 'anthony', 'rizzo', 'r', 'kris', 'bryant']",1
81,"['ut', 'get', 'people', 'saying', 'us', 'lying', 'direction', 'th', 'album', 'uc', 'lied', 'direction', 'unbroken']",-1
82,"['tech', 'android', 'star', 'war', 'uprising', 'launch', 'september', 'io', 'android', 'gb', 'star', 'war', 'canon']",1
83,"['look', 'definition', 'narcissism', 'dictionary', 'theres', 'picture', 'kim', 'kardashian']",-1
84,"['really', 'unimpressive', 'st', 'half', 'football', 'wembley', 'expect', 'see', 'kane', 'coming', 'early']",-1
85,"['tom', 'bradys', 'suspension', 'got', 'tossed', 'fan', 'st', 'game', 'tucked', 'shittalking', 'nice', 'nap']",-1
86,"['typical', 'great', 'yorkshire', 'show', 'get', 'cancelled', 'sun', 'come', 'oh', 'well', 'thats', 'england']",-1
87,"['thought', 'wa', 'announcement', 'janet', 'jackson', 'remix', 'first', 'im', 'kind', 'disappointed']",-1
88,"['big', 'word', 'im', 'hyped', 'im', 'getting', 'tomorrow', 'amazon', 'prime', 'beautiful', 'thing']",1
89,"['hate', 'white', 'sox', 'whitehot', 'heat', 'sun', 'better', 'tomorrow', 'royal']",-1
90,"['ear', 'heaven', 'listening', 'lenny', 'kravitz', 'loving', 'enjoyed', 'work', 'since', 'st', 'heard', 'mr', 'cab', 'driver']",1
91,"['tried', 'watch', 'jurassic', 'world', 'watched', 'like', 'th', 'internet', 'died', 'u']",-1
92,"['actually', 'today', 'wa', 'yakubs', 'birthday', 'wish', 'many', 'many', 'return', 'day', 'may', 'hang', 'hell']",-1
93,"['paul', 'crowder', 'entertaining', 'everyone', 'lithglo', 'twilight', 'market', 'saturday', 'queen', 'elizabeth']",1
94,"['nooo', 'maybe', 'look', 'right', 'test', 'tomorrow', 'first']",-1
95,"['id', 'say', 'want', 'like', 'kurt', 'cobain', 'cant', 'bear', 'thought', 'living', 'till', 'im', 'blow', 'head', 'shotgun', 'tomorrow']",-1
96,"['caitlyn', 'jenner', 'may', 'get', 'charged', 'manslaughter', 'least', 'woman', 'slaughter']",-1
97,"['electronic', 'voting', 'wikipedia', 'good', 'last', 'word']",1
98,"['advising', 'brother', 'islam', 'please', 'take', 'board', 'may', 'allah', 'bless', 'akhi']",1
99,"['last', 'night', 'unfollowed', 'anyone', 'hating', 'kanye', 'nicki', 'may', 'remove', 'life', 'goodbye']",-1
100,"['nintendo', 'snes', 'bundle', 'game', 'super', 'gameboy', 'end', 'date', 'friday', 'oct', 'pd']",1
101,"['murray', 'hold', 'anderson', 'lead', 'nd', 'set', 'anderson', 'serve', 'set', 'nd', 'time']",1
102,"['retard', 'take', 'hspa', 'march', 'cause', 'jr']",-1
103,"['ebooks', 'u', 'price', 'rise', 'due', 'deal', 'big', 'publisher', 'amazon', 'sale', 'janjun', 'v']",-1
104,"['doesnt', 'even', 'make', 'sense', 'trump', 'hasnt', 'done', 'anything', 'except', 'run', 'mouth', 'obama', 'actually', 'drone', 'strike', 'civilian']",-1
105,"['saw', 'daymaybe', 'time', 'monday', 'get', 'damn', 'erdogan', 'hope', 'blow']",-1
106,"['one', 'life', 'would', 'alredy', 'face', 'shit']",-1
107,"['communist', 'like', 'donald', 'trump', 'may', 'rethink', 'thing']",-1
108,"['forget', 'gop', 'crosscheck', 'voter', 'suppression']",-1
109,"['pier', 'newbery', 'murray', 'break', 'back', 'rd', 'huge', 'roar', 'crowd', 'loving', 'sure', 'lamp', 'expe']",1
110,"['cant', 'eat', 'cant', 'shleep', 'mane', 'miss', 'streetsmuhammad', 'ali', 'shkreets', 'miss']",1
111,"['put', 'board', 'hell', 'yes', 'white', 'sox', 'lead', 'abreus', 'th', 'season']",1
112,"['went', 'see', 'paper', 'town', 'friend', 'amazing', 'driving', 'home', 'stuck', 'head', 'sun', 'roof', 'rush']",1
113,"['yall', 'act', 'like', 'nicki', 'really', 'finna', 'mess', 'taylors', 'moment', 'nd', 'time']",1
114,"['pain', 'far', 'deeper', 'billy', 'cundiff', 'missed', 'field', 'goal', 'gotta', 'wake', 'forget', 'tomorrow']",1
115,"['bro', 'may', 'marketable', 'remember', 'david', 'beckham', 'wa', 'highest', 'earner', 'football', 'long', 'time']",1
116,"['october', 'th', 'november', 'rd', 'uc', 'ut', 'miss', 'company', 'fool', 'performance', 'woman', 'black']",1
117,"['waking', 'truth', 'awakening', 'via']",1
118,"['motor', 'tsla', 'model', 'price', 'rise', 'say', 'trump', 'presidency', 'affect', 'company', 'finance']",-1
119,"['im', 'going', 'fair', 'tomorrow', 'fuck', 'hahaha']",-1
120,"['mehgan', 'james', 'bad', 'girl', 'club', 'building', 'friday', 'get', 'express', 'pas', 'go']",1
121,"['kinda', 'suck', 'ac', 'dc', 'concert', 'tomorrow', 'cause', 'cant', 'wait', 'see', 'play', 'want', 'go', 'school']",-1
122,"['may', 'concern', 'please', 'get', 'shit', 'together', 'talk', 'somebody', 'else', 'love', 'uc', 'paris']",-1
123,"['national', 'ice', 'cream', 'day', 'without', 'blue', 'bell', 'like', 'th', 'july', 'without', 'america']",1
124,"['attention', 'mother', 'fucker', 'selling', 'two', 'kanye', 'west', 'ticket', 'th', 'september', 'hollywood', 'bowl', 'dm', 'info']",-1
125,"['u', 'going', 'laidback', 'luke', 'tomorrow']",1
126,"['damn', 'brah', 'wa', 'good', 'play', 'knicks', 'tomorrow']",1
127,"['reminds', 'freespeechsuppressing', 'leader', 'charlie', 'hebdo', 'march']",-1
128,"['admin', 'fearful', 'iran', 'st', 'place', 'deal', 'stunk']",-1
129,"['hudgens', 'zac', 'efron', 'sex', 'famosas', 'video', 'porno']",1
130,"['kanye', 'west', 'th', 'member', 'new', 'day', 'kanye', 'suck']",-1
131,"['browse', 'site', 'information', 'dallas', 'd', 'printing']",1
132,"['say', 'islam', 'hijacked', 'religion', 'need', 'know', 'may', 'restored', 'previous', 'peaceful', 'state']",1
133,"['want', 'gucci', 'trainer', 'tomorrow']",1
134,"['going', 'tempe', 'tomorrow']",1
135,"['sokie', 'michel', 'paris', 'emily']",1
136,"['everybody', 'us', 'warning', 'nobody', 'better', 'piss', 'tomorrow', 'uc', 'idc', 'um', 'gonna', 'snap']",-1
137,"['mizzou', 'link', 'uc', 'holy', 'smoke', 'uc', 'us', 'wednesday', 'already', 'ut', 'even', 'posted', 'bill', 'carter', 'us', 'sela', 'photo', 'gallery']",-1
138,"['c', 'umon', 'leo', 'us', 'endymion', 'amsterdam', 'know', 'like', 'amsterdam', 'song', 'shit', 'compared', 'one', 'put']",-1
139,"['picture', 'translation', 'sina', 'interview', 'hyung', 'jun', 'video', 'thanks', 'hyungjunthebest']",1
140,"['iran', 'expects', 'oil', 'fall', 'iran', 'said', 'saturday', 'expects']",1
141,"['excited', 'see', 'foo', 'fighter', 'today', 'cannot', 'arsed', 'getting', 'back', 'early', 'hour', 'morning', 'tired', 'tomorrow']",1
142,"['bitch', 'lot', 'people', 'sextapes', 'wa', 'briana', 'yall', 'attacking']",-1
143,"['david', 'de', 'gea', 'girlfriend', 'disappointed', 'real', 'madrid', 'move', 'collapse', 'th', 'hour']",-1
144,"['chris', 'bosh', 'may', 'ugliest', 'man', 'alive']",-1
145,"['foxbusiness', 'barclays', 'profit', 'driven', 'investment', 'banking', 'barclays', 'plc', 'bcs', 'wednesday', 'continued', 'reap']",1
146,"['sellars', 'favor', 'man', 'used', 'consumer', 'fraud', 'swindle', 'citizen', 'undermines', 'pretension']",-1
147,"['kurt', 'cobains', 'solo', 'album', 'released', 'november', 'pink', 'new', 'blog']",1
148,"['parker', 'uc', 'leonard', 'steal', 'okc', 'us', 'thunder', 'ninety', 'minute', 'tipoff', 'thursday', 'night', 'center', 'uc', 'oklahoma', 'ci']",-1
149,"['representation', 'black', 'people', 'muslim', 'concerned', 'conveyed', 'nd', 'rate']",-1
150,"['spoiler', 'alert', 'david', 'hasslehoff', 'wearing', 'david', 'price', 'mask', 'bunt', 'th', 'hooked', 'feeling']",1
151,"['smart', 'money', 'say', 'rick', 'perry', 'first', 'call', 'quits', 'may', 'winner', 'texas', 'nationally']",1
152,"['celebrate', 'rd', 'day', 'eid', 'transmission', 'dj', 'tariq', 'dj', 'adeel', 'pm', 'mn', 'enjoy', 'fm', 'happy', 'eid']",1
153,"['played', 'dishonored', 'uc', 'darksiders', 'mass', 'effect', 'last', 'hour']",1
154,"['good', 'win', 'end', 'nd', 'team', 'amoo', 'uc', 'wright', 'procter', 'best', 'player']",1
155,"['yet', 'screamed', 'clinton', 'foundation', 'wound', 'suddenly', 'fine', 'huge', 'intl']",-1
156,"['george', 'soros', 'david', 'rockefeller', 'would', 'die', 'world', 'would', 'better', 'place']",-1
157,"['listening', 'bad', 'blood', 'remix', 'kendrick', 'lamar', 'may', 'old', 'thats', 'ok', 'hell', 'acronym', 'stand']",-1
158,"['could', 'going', 'see', 'foo', 'fighter', 'tomorrow', 'night', 'haad', 'play', 'church', 'xd']",-1
159,"['th', 'july', 'mayhem', 'bikini', 'top', 'edition', 'going', 'july', 'th', 'club', 'crucial', 'bouta', 'turn', 'upp']",1
160,"['may', 'three', 'chapter', 'go', 'set', 'watchman', 'proving', 'promising', 'classic', 'making']",1
161,"['ticket', 'available', 'justin', 'bieber', 'london', 'o', 'th', 'october', 'block', 'b', 'row', 'k', 'seat']",1
162,"['im', 'like', 'terrible', 'day', 'maddie', 'made', 'ten', 'time', 'better', 'dunkin', 'tomorrow']",1
163,"['st', 'match', 'night', 'randy', 'orton', 'v', 'sheamus', 'sensible', 'choice', 'considering', 'sheamus', 'money', 'bank', 'winner']",1
164,"['botching', 'case', 'lieberman', 'uc', 'israel', 'us', 'ag', 'may', 'made', 'way', 'union', 'netanyahu']",-1
165,"['whos', 'better', 'paul', 'mccartney', 'john', 'lennon', 'get', 'fact', 'premiere', 'sunday', 'et', 'pt']",1
166,"['love', 'fire', 'shoot', 'rocket', 'match', 'burn', 'home', 'forest', 'force', 'evauation', 'theres', 'iron', 'dome']",1
167,"['paul', 'dunne', 'southern', 'sun', 'story', 'real', 'italy', 'american', 'created', 'recently', 'ha']",1
168,"['bob', 'dylan', 'live', 'recording', 'monumental', 'box', 'set', 'santa', 'monica', 'observed']",1
169,"['black', 'people', 'dope']",1
170,"['okay', 'guy', 'going', 'take', 'night', 'finally', 'get', 'rid', 'cold', 'ill', 'online', 'tomorrow', 'labor', 'day', 'harry', 'potter', 'trivia']",1
171,"['latest', 'rabeeya', 'siddiqui', 'daily']",-1
172,"['sure', 'hope', 'skate', 'center', 'play', 'decent', 'music', 'tomorrow']",1
173,"['dont', 'like', 'chris', 'webby', 'uc', 'mod', 'sun', 'uc', 'huey', 'mack', 'uc', 'machine', 'gun', 'kelly', 'kid', 'cudi', 'ut', 'friend', 'bye']",-1
174,"['ask', 'espn', 'cy', 'predictor', 'formula', 'based', 'work', 'excludes', 'david', 'price', 'top', 'nd']",1
175,"['team', 'undertaker', 'right', 'thinking', 'may', 'see', 'kane', 'tonight', 'though']",1
176,"['come', 'sun', 'say', 'alright', 'george', 'harrison']",1
177,"['poor', 'th', 'baseball', 'horrific', 'yf', 'f', 'traded', 'tom', 'brady', 'mike', 'glennon']",-1
178,"['super', 'mario', 'maker', 'review', 'daily', 'dot', 'online', 'community', 'nintendo', 'fan', 'always', 'wanted']",1
179,"['one', 'may', 'argue', 'yakub', 'ha', 'gone', 'thro', 'process', 'hanging', 'birthday', 'bigger', 'message', 'scar', 'paki', 'lover', 'dangerous', 'game', 'ha', 'begun']",-1
180,"['file', 'wikileaks', 'file', 'allegedly', 'show', 'u', 'arming', 'funding', 'force']",1
181,"['photo', 'beautiful', 'selena', 'presenting', 'amy', 'schumer', 'award', 'th', 'annual', 'hollywood', 'film', 'award']",1
182,"['taking', 'notice', 'democratic', 'party', 'elected', 'official', 'r', 'fighting', 'usa', 'replace', 'fighter']",-1
183,"['watching', 'tfi', 'friday', 'chris', 'evans', 'show', 'nothing', 'like', 'used', 'talk', 'painful', 'watch', 'thing', 'best', 'left', 'past']",-1
184,"['laker', 'fan', 'take', 'sign', 'got', 'beat', 'sacramento', 'king', 'twice', 'preaseason', 'starter', 'played', 'th']",-1
185,"['found', 'brianas', 'pregnancy', 'august', 'dont', 'know', 'got', 'pregnant', 'pls', 'shut']",-1
186,"['gops', 'greatest', 'crime', 'boehner', 'proposes', 'obama', 'speech', 'night', 'nfl', 'opening', 'night']",-1
187,"['almighty', 'may', 'tell', 'option', 'show', 'kiryu', 'tattoo', 'except', 'cutting', 'arm', 'throw', 'stage']",-1
188,"['hey', 'homeboy', 'put', 'thought', 'boxing', 'gym', 'usually', 'minority', 'lot', 'rightist']",-1
189,"['tomorrow', 'million', 'directioners', 'cry', 'watch', 'video', 'silence']",-1
190,"['nicki', 'gave', 'pastor', 'shout', 'attend', 'sunday', 'school', 'last', 'sunday', 'man', 'please']",1
191,"['real', 'legendary', 'name', 'list', 'tomorrow', 'david', 'bowie', 'bjork', 'prince', 'putting', 'together', 'realised']",1
192,"['im', 'happy', 'st', 'bday', 'chris', 'jericho', 'nd', 'figured', 'rybacks', 'birthday', 'one', 'day', 'mine']",1
193,"['kim', 'fatty', 'third']",-1
194,"['ivan', 'nova', 'notched', 'quality', 'start', 'giving', 'three', 'run', 'six', 'inning', 'lost', 'red', 'sox', 'monday']",1
195,"['breaking', 'news', 'msm', 'confused', 'michael', 'moore', 'hillary', 'story']",-1
196,"['russell', 'wilson', 'tony', 'romo', 'aussi', 'mais', 'bon']",1
197,"['sadly', 'affecting', 'u', 'toorelief', 'turned', 'rateable', 'value', 'awaiting', 'response', 'nd', 'appeal', 'lcc']",-1
198,"['happy', 'thanksgiving', 'wa', 'grid', 'wood', 'signal', 'forget', 'celebrate', 'black', 'friday', 'trample', 'someone']",-1
199,"['hoping', 'gay', 'man', 'need', 'available', 'th', 'husband']",-1
200,"['catch', 'sarah', 'g', 'live', 'sunday', 'hehe', 'ingat', 'guy', 'goodnight', 'love']",1
201,"['bad', 'mood', 'lemme', 'hit', 'twofer', 'tuesday', 'han', 'dy', 'thor', 'peter', 'quills', 'father', 'fun', 'movie']",-1
202,"['badboy', 'putin', 'wont', 'let', 'continue', 'forever', 'may', 'secretly', 'back', 'isi', 'call', 'uprising', 'saudi', 'arabia']",-1
203,"['vh', 'us', 'storyteller', 'coming', 'back', 'nov', 'uc', 'birthday', 'coincidence', 'nah', 'uc', 'someone', 'finally', 'love']",1
204,"['geaux', 'tiger', 'come', 'tailgate', 'u', 'neighborhood', 'tailgate', 'party', 'saturday', 'enjoy', 'bloody', 'mary', 'mimosa']",1
205,"['goodnight', 'great', 'night', 'need', 'go', 'bed', 'school', 'tuesday', 'sleep', 'schedule', 'messed', 'ok', 'shawn', 'love']",1
206,"['trick', 'treat', 'james', 'uc', 'may', 'cheekily', 'ask', 'might', 'record', 'channel', 'uc', 'pm', 'tonight']",-1
207,"['martha', 'stewart', 'smoked', 'weed', 'snoop', 'dogg', 'dream', 'come', 'true']",1
208,"['yup', 'great', 'quote', 'w', 'sin', 'cast', 'st', 'stone', 'racist', 'hulk', 'hogan', 'rant', 'wwe', 'gawker', 'u']",-1
209,"['whitney', 'houstons', 'daughter', 'bobbi', 'kristina', 'star', 'new', 'reality', 'show', 'much', 'filmed', 'atlanta']",1
210,"['dec', 'know', 'nomination', 'critic', 'choice', 'award', 'pray', 'tihty', 'lady', 'gaga']",1
211,"['congrats', 'th', 'sunday', 'grant', 'st', 'let', 'seth', 'rollins', 'pretend', 'main', 'eventer']",1
212,"['damn', 'uc', 'got', 'cougar', 'town', 'cupcake', 'wa', 'going', 'bring', 'tomorrow', 'share', 'ut', 'eat', 'alone']",-1
213,"['word', 'friend', 'made', 'watch', 'ad', 'dvd', 'release', 'red', 'tail', 'may', 'pay', 'zinga', 'may', 'make', 'watch']",-1
214,"['whos', 'deion', 'may', 'worse', 'paul', 'mccartney', 'thing']",-1
215,"['big', 'brother', 'night', 'thursday', 'friday', 'monday', 'love', 'internet']",1
216,"['may', 'blessed', 'gun', 'god', 'hungry', 'wet', 'hole', 'scott', 'walker', 'build', 'border', 'wall', 'donald', 'trump', 'sends', 'home']",-1
217,"['also', 'fucking', 'ipod', 'got', 'stolen', 'snipe', 'thing', 'cant', 'let', 'go', 'music', 'take', 'st', 'gen', 'ipod', 'want', 'jamz', 'back']",-1
218,"['cena', 'win', 'sunday', 'disrespect', 'legacy', 'ric', 'flair', 'make', 'right', 'choice', 'win']",-1
219,"['progressive', 'po', 'rag', 'irrelevant', 'michael', 'moore', 'one', 'early', 'editor']",-1
220,"['let', 'known', 'day', 'first', 'september', 'year', 'bentleys', 'approval']",1
221,"['need', 'see', 'nd', 'episode', 'ahs']",1
222,"['video', 'prepixs', 'choreography', 'video', 'also', 'available', 'nate', 'may', 'wish', 'view', 'mobile', 'device']",1
223,"['could', 'wall', 'solar', 'panel', 'border', 'boom', 'mexican', 'sun', 'god', 'pay']",-1
224,"['taylor', 'swift', 'ha', 'chosen', 'next', 'single', 'may', 'still', 'dancing', 'along', 'bad', 'blood', 'taylor', 'swift', 'k']",1
225,"['listen', 'mikeit', 'easier', 'avoid', 'liberal', 'stupidity', 'try', 'understand']",-1
226,"['shoot', 'kill', 'wa', 'gift', 'ira', 'nothing', 'pre', 'bloody', 'sunday', 'lab', 'mp', 'know', 'get', 'new', 'job']",-1
227,"['danny', 'drinkwater', 'plant', 'michelle', 'obama', 'force', 'healthy', 'dietary', 'choice', 'saturday', 'morning', 'soccer', 'watcher']",-1
228,"['thanksgiving', 'picture', 'front', 'christmas', 'tree', 'confusing']",1
229,['oops'],1
230,"['prolifers', 'held', 'large', 'rally', 'petoskey', 'saturday', 'protesting', 'planned', 'parenthood', 'nations']",-1
231,"['kanye', 'west', 'may', 'well', 'run', 'president', 'interesting', 'thing', 'said', 'last', 'night']",1
232,"['monday', 'ha', 'consisted', 'paul', 'mccartney', 'loop', 'head', 'craving', 'honey', 'barbecue', 'boneless', 'wing', 'ranch', 'bdubs']",1
233,"['would', 'million', 'christian', 'want', 'rd', 'world', 'crap', 'hole', 'live']",-1
