,text,emotion
62,"['george', 'osborne', 'ha', 'never', 'eurosceptic', 'st', 'met', 'mid', 'opposed', 'ruling', 'joining', 'euro']",-1
63,"['football', 'sunday', 'turner', 'house', 'big', 'screen', 'uc', 'little', 'screen', 'uc', 'ipad']",1
64,"['joke', 'got', 'voicemail', 'yesterday', 'saying', 'happy', 'valentine', 'us', 'day', 'instead', 'happy', 'th', 'july', 'wow', 'sure']",1
65,"['dear', 'naked', 'cyclist', 'support', 'campaign', 'putting', 'sweaty', 'bit', 'boris', 'bike']",-1
66,"['im', 'seeing', 'ed', 'live', 'saturday', 'bham', 'nia', 'would', 'amazing', 'get', 'book', 'signed', 'thanks', 'putting', 'together']",1
67,"['kane', 'may', 'raped', 'woman', 'st', 'thought', 'team', 'trading', 'fucked']",-1
68,"['david', 'beckham', 'positive', 'england', 'team', 'shite', 'hit', 'sat', 'disgraceful', 'set', 'cretin']",-1
69,"['verlander', 'possibly', 'ahead', 'cc', 'better', 'era', 'cc', 'bounce', 'back', 'last', 'nights', 'outing', 'like', 'always', 'doe']",1
70,"['showdown', 'final', 'showdown', 'july', 'kl', 'live']",1
71,"['rate', 'lee', 'dickson', 'danny', 'care', 'ha', 'bench', 'sat', 'nd', 'test', 'min', 'tired', 'leg', 'dangerous']",-1
72,"['theres', 'bunch', 'heartmbdtf', 'college', 'dropoutfreewheelin', 'bob', 'dylanridin', 'dirty', 'htown', 'pet', 'sound']",-1
73,"['happy', 'labor', 'day', 'hope', 'enjoy', 'baby', 'murrays', 'st', 'labor', 'day', 'much', 'love', 'yall', 'baby', 'murray']",1
74,"['country', 'joe', 'fish', 'st', 'print', 'bob', 'masse', 'poster', 'bg', 'fd', 'aor', 'grateful', 'dead']",1
75,"['get', 'gotta', 'get', 'andy', 'lee', 'shirt', 'thursdays', 'game']",1
76,"['fuckin', 'twilight', 'tonight']",-1
77,"['dtn', 'usa', 'charlie', 'sheens', 'winning', 'way', 'get', 'roasted', 'may', 'looked', 'like', 'wa', 'winning', 'actor', 'c']",-1
78,"['hiya', 'sorry', 'missing', 'theres', 'antonio', 'carluccio', 'giving', 'talk', 'friday', 'fancy', 'going']",-1
79,"['sun', 'shining', 'weather', 'sweet', 'bob', 'marley']",1
80,"['true', 'top', 'ad', 'agency', 'decided', 'give', 'business', 'time', 'india', 'undue', 'coverage', 'yakub', 'july']",1
81,"['medicaid', 'supposed', 'vehicle', 'redistrib', 'wealth', 'used', 'one', 'fraud', 'fed', 'govt', 'abusing', 'taxpayer']",-1
82,"['scott', 'walker', 'god', 'awful', 'mean', 'dumb', 'get', 'away', 'koch', 'bought', 'protection', 'fall', 'apart']",-1
83,"['flew', 'around', 'neighborhood', 'grew', 'google', 'earth', 'vr', 'childhood', 'memory', 'distorted']",-1
84,"['little', 'black', 'effeminate', 'punk', 'defending', 'white', 'supremacist', 'hope', 'know', 'offense', 'effeminate', 'men']",-1
85,"['joe', 'biden', 'may', 'well', 'great', 'candidate', 'smbsif', 'hell', 'run', 'course']",1
86,"['ok', 'everyone', 'think', 'internationaldirectionerday', 'wrong', 'directioners', 'day', 'rd', 'july', 'day', 'formed', 'smh']",-1
87,"['sooo', 'ill', 'seeing', 'thomas', 'rhett', 'tomorrow', 'night', 'eric', 'church', 'following', 'night']",1
88,"['may', 'odd', 'man', 'ut', 'get', 'buzz', 'kendrick', 'lamar', 'decent', 'guess', 'uc', 'stellar']",-1
89,"['thank', 'signing', 'jet', 'football', 'today', 'really', 'appreciate', 'guy', 'class', 'act']",1
90,"['viking', 'make', 'sure', 'wear', 'red', 'tomorrow', 'show', 'viking', 'pride', 'also', 'game', 'well']",1
91,"['picture', 'child', 'abuse', 'flood', 'web', 'prince', 'georges', 'nd', 'birthday', 'today']",1
92,"['listening', 'hosting', 'limbaugh', 'ha', 'reclassified', 'howard', 'dean', 'white', 'supremacist']",-1
93,"['tomorrow', 'afternoon', 'lets', 'raiding', 'sub', 'ps', 'raided', 'week', 'link', 'follow', 'morning']",1
94,"['dnc', 'lodged', 'complaint', 'john', 'husted', 'oh', 'voter', 'suppression', 'thousand', 'absentee', 'ballot', 'never', 'reached', 'voter']",1
95,"['caught', 'true', 'blood', 'love', 'time', 'bed', 'night', 'peep', 'safe', 'tonight']",1
96,"['rousey', 'may', 'money', 'floyd', 'ha', 'people', 'respect', 'way']",1
97,"['mn', 's', 'business', 'meeting', 'tomorrow', 'kane', 'am', 'rsvp', 'patti', 'remember', 'construction', 'w', 'e']",1
98,"['truetriz', 'said', 'may', 'n', 'update', 'minecraft', 'today', 'yet', 'got', 'idea']",1
99,"['earlier', 'thursday', 'samsung', 'teased', 'u', 'preview', 'video', 'galaxy', 'note', 'handset', 'set', 'launch', 'week', 'data', 'backup']",1
100,"['scum', 'politician', 'side', 'signed', 'bill', 'like', 'nafta', 'ready', 'implement', 'tpp', 'wa', 'worse']",1
101,"['dana', 'white', 'gonna', 'wake', 'tomorrow', 'morning', 'thinking', 'got', 'super', 'drunk', 'bank', 'account', 'half', 'billion', 'dollar', 'lighter']",-1
102,"['found', 'production', 'dickens', 'performs', 'christmas', 'carol', 'uc', 'surely', 'must', 'december']",1
103,"['thanks', 'radio', 'work', 'im', 'depressed', 'playing', 'jason', 'aldean', 'house', 'rising', 'sun', 'fighting', 'bff', 'suck']",1
104,"['ha', 'ever', 'apologized', 'terrorist', 'racist', 'hes', 'embraced', 'name']",-1
105,"['isco', 'khedira', 'sold', 'january', 'order', 'make', 'room', 'marco', 'reus', 'dortmund', 'willing', 'cash', 'contract', 'expires']",1
106,"['yes', 'coz', 'henry', 'uc', 'pires', 'others', 'left', 'also', 'cesc', 'may', 'uc', 'sad', 'rvp', 'u', 'think', 'us', 'leaving']",-1
107,"['like', 'frenchies', 'way', 'george', 'osborne', 'may', 'beat', 'cheating', 'backstabbing']",-1
108,"['th', 'july', 'pm', 'volstead', 'us', 'bar', 'mc', 'quiz', 'night']",1
109,"['nicki', 'said', 'wa', 'whats', 'good', 'like', 'cmon', 'get', 'bad', 'bitch', 'ok']",-1
110,"['would', 'told', 'th', 'grade', 'eleni', 'would', 'go', 'see', 'one', 'direction', 'america', 'without', 'zayn', 'id', 'probably', 'think', 'lying']",1
111,"['sline', 'news', 'katy', 'perry', 'taylor', 'swift', 'taylor', 'swift', 'may', 'dissed', 'katy', 'perry', 'track', 'bad', 'blood']",1
112,"['even', 'desperate', 'summer', 'oracles', 'event', 'failed', 'get', 'nd', 'copy', 'sandcastle', 'girl', 'ended', 'ur', 'summer', 'oracle']",1
113,"['christopher', 'bollyn', 'page']",1
114,"['wa', 'teach', 'security', 'stupid', 'leftist', 'pray', 'tell', 'ever', 'sell', 'international', 'ebay', 'friggen', 'lib', 'moron']",-1
115,"['fact', 'grandparent', 'antifascists', 'make', 'lugenpresse', 'husband', 'le', 'nazi', 'amazing', 'logic']",1
116,"['brexit', 'nail', 'trump', 'nail', 'renzi', 'nail', 'get', 'picture', 'european', 'union', 'empire', 'declinedont', 'get', 'angry']",-1
117,"['weird', 'music', 'mood', 'today', 'lot', 'hank', 'williams', 'johnny', 'cash', 'running', 'iphone']",-1
118,"['london', 'spent', 'afternoon', 'friend', 'soho', 'hotel', 'enjoying', 'time', 'together', 'sunday', 'cinema', 'magic', 'mike', 'xxl', 'omg']",1
119,"['yes', 'extremist', 'gun', 'control', 'designed', 'kill', 'family', 'child']",-1
120,"['silent', 'house', 'may', 'full', 'stupid', 'choice', 'might', 'make', 'stop', 'caring', 'uc', 'us', 'highly', 'effective', 'building']",-1
121,"['bought', 'ticket', 'milan', 'cant', 'wait', 'see', 'april', 'love', 'much', 'xoxoxoxo']",1
122,"['wed', 'nite', 'salute', 'industry', 'employee', 'thanks', 'lax', 'always', 'appreciate', 'make', 'biz', 'tick', 'thanked']",1
123,"['morgan', 'may', 'next', 'face', 'u', 'womens', 'soccer', 'know', 'opponent', 'w', 'youth', 'soccer']",1
124,"['car', 'driver', 'selfdriving', 'car', 'soon', 'roam', 'dilapidated', 'ground']",-1
125,"['sat', 'watched', 'world', 'burn', 'eight', 'yr', 'payoff', 'house', 'worth', 'time', 'salary', 'made']",-1
126,"['octogenarian', 'motilal', 'vora', 'droop', 'hunchback', 'walking', 'behind', 'rahul', 'gandhi', 'may', 'disgusting', 'sight', 'pay']",-1
127,"['dead', 'like', 'rd', 'time', 'im', 'still', 'gucci', 'gang']",-1
128,"['act', 'tomorrow', 'spending', 'day', 'hunny']",1
129,"['itll', 'cold', 'day', 'hell', 'got', 'anywhere', 'near', 'sunday', 'line', 'id', 'rather', 'see', 'foo', 'fighter']",-1
130,"['regarding', 'twitter', 'hulk', 'hogan', 'favor', 'saying', 'anything', 'w', 'running', 'good', 'p', 'r', 'team', 'lawyer', 'st']",-1
131,"['christian', 'support', 'jew', 'israel', 'rd', 'temple', 'built', 'mount', 'instead', 'presence', 'gd', 'wall']",-1
132,"['fyi', 'never', 'huge', 'problem', 'kane', 'respect', 'anyone', 'may', 'raped', 'someone']",-1
133,"['magic', 'mike', 'xxl', 'probably', 'single', 'cringiest', 'film', 'ive', 'ever', 'sat', 'cinema']",-1
134,"['saturday', 'night', 'binghamton', 'ny', 'legion', 'going', 'pure', 'insanity']",1
135,"['cristiano', 'ronaldo', 'get', 'better', 'lionel', 'messi', 'social']",1
136,"['ready', 'birthday', 'big', 'sixteen', 'november']",1
137,"['thinkin', 'wearing', 'one', 'direction', 'nirvana', 'shirt', 'courtesy', 'tomorrow', 'also', 'dont', 'want', 'made', 'fun', 'yet']",1
138,"['fm', 'preview', 'west', 'bromwich', 'albion', 'v', 'aston', 'villa', 'apr', 'footymad', 'attempt', 'assist', 'form', 'guide']",1
139,"['sister', 'sat', 'asked', 'katie', 'wa', 'going', 'sleep', 'little', 'old', 'imaginary', 'friend', 'uc', 'ut', 'ya', 'think']",-1
140,"['chuck', 'norris', 'wa', 'born', 'greek', 'god', 'hermes', 'grand', 'session', 'buttsecks', 'may', 'never', 'equaled']",-1
141,"['dress', 'like', 'hulk', 'hogan', 'monday', 'security', 'usher', 'room', 'make', 'watch', 'use', 'head']",-1
142,"['going', 'back', 'gay', 'morton', 'tomorrow']",-1
143,"['yr', 'old', 'cousin', 'didnt', 'know', 'ice', 'cube', 'wa', 'rapper', 'superstar', 'actor', 'friday', 'movie', 'lol']",1
144,"['fm', 'preview', 'derby', 'county', 'v', 'burnley', 'sep', 'footymad', 'attempt', 'assist', 'form', 'guide', 'derby', 'co']",1
145,"['senior', 'ad', 'quote', 'yearbook', 'due', 'tomorrow']",1
146,"['physic', 'tomorrow', 'going', 'shit', 'show']",-1
147,"['everyday', 'remind', 'best', 'happy', 'international', 'womens', 'day']",1
148,"['sooo', 'seen', 'somewhere', 'kanye', 'west', 'want', 'run', 'president', 'sincerely', 'hope', 'thats', 'extremely', 'late', 'april', 'fool']",-1
149,"['uc', 'sat', 'united', 'um', 'sure', 'feel', 'much', 'saw', 'ull', 'need', 'time', 'process']",1
150,"['see', 'tomorrow', 'port', 'charles', 'hope', 'ure', 'enjoying', 'big', 'brother']",1
151,"['hebrew', 'crash', 'course', 'friday', 'get', 'survival', 'phrase', 'ipad', 'mac']",1
152,"['dont', 'get', 'distracted', 'gun', 'control', 'gorilla', 'u', 'miss', 'mental', 'health', 'issue', 'sandy', 'hook', 'promise', 'release', 'psa']",1
153,"['fan', 'theresa', 'may', 'shop', 'topman', 'enjoy', 'jim', 'davidson', 'fan', 'george', 'osborne', 'also', 'really', 'like', 'movie', 'interview']",1
154,"['tomorrow', 'elvis', 'extravaganza', 'tune', 'fm', 'am', 'elvis', 'presley', 'handle', 'gonna', 'rockin']",1
155,"['james', 'martin', 'could', 'saturday', 'morning', 'kitching', 'uthis', 'go', 'wonderfully', 'lamb', 'real', 'musty', 'scrote', 'aroma', 'u']",1
156,"['think', 'talking', 'saturday', 'cool', 'would', 'perform', 'bebop', 'song', 'yoko', 'kanno', 'attendance']",1
157,"['tracy', 'mcgrady', 'arrived', 'china', 'wed', 'signing', 'qingdao', 'eagle', 'arrival', 'airport', 'wa', 'crazy']",1
158,"['dude', 'jerusalem', 'say', 'ut', 'take', 'test', 'thursday', 'b', 'c', 'holloween', 'wednesday', 'us', 'gonna', 'hang']",-1
159,"['u', 'ha', 'vision', 'good', 'evil', 'encourage', 'pe']",1
