,Unnamed: 0,hashtags,text,emotion
44624,44624,[],"['think', 'may', 'person', 'alive', 'prefers', 'grateful', 'deads', 'studio', 'album', 'live', 'one']",1.0
33299,33299,[],"['im', 'pullin', 'john', 'cena', 'random', 'kid', 'hall', 'tomorrow']",1.0
43430,43430,[],"['person', 'could', 'put', 'country', 'back', 'together', 'reinforce', 'secular', 'state', 'donald', 'trump']",1.0
14833,14833,[],"['weve', 'got', 'ticket', 'remaining', 'wale', 'v', 'barbarian', 'game', 'tomorrow', 'call', 'interested', 'snapping', 'final']",1.0
14964,14964,[],"['get', 'kpop', 'u', 'may', 'may', 'able', 'control', 'urself', 'storage', 'ur', 'phone', 'bc', 'saving', 'much', 'pic']",1.0
18790,18790,[],"['well', 'known', 'name', 'may', 'plane', 'according', 'toronto', 'star', 'pavol', 'demitra', 'josef', 'vacicek']",1.0
28102,28102,[],"['bentley', 'tyler', 'starkey', 'sideline', 'st']",1.0
43191,43191,[],"['miketindall', 'hope', 'boy', 'glaws', 'connection', 'barbarian', 'squad', 'get', 'play', 'tuesday']",1.0
43855,43855,[],"['may', 'key', 'girlfriends', 'heart', 'chuck', 'norris', 'ha', 'key', 'back', 'door']",1.0
15039,15039,['trndnl'],"['seth', 'rollins', 'appeared', 'tuesday', 'th', 'place', 'top', 'manchesters', 'trend']",1.0
711,711,['sxsw'],"['rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch']",1.0
33045,33045,[],"['fridays', 'frock', 'iries', 'thunderbolt', 'dress', 'glam', 'adorable', 'dress', 'worn', 'boot', 'buy', 'one']",1.0
24666,24666,[],"['soul', 'beating', 'heart', 'common', 'sense', 'simply', 'empathy', 'air', 'chief', 'thursday', 'favor', 'big', 'brother']",1.0
18145,18145,[],"['went', 'wwat', 'spain', 'july', 'promise', 'follow', 'impossible', 'see']",1.0
45966,45966,['MotoG'],"['want', 'buy', 'new', 'phone', 'go', 'moto', 'g', 'rd', 'gen', 'get', 'exciting', 'offer']",1.0
14452,14452,[],"['john', 'cena', 'seemed', 'landed', 'top', 'back', 'maybe', 'escaped', 'permanent', 'injury']",1.0
44158,44158,[],"['wa', 'level', 'ffs', 'also', 'may', 'problem', 'child', 'argentine', 'forward', 'link', 'messi', 'better', 'tevez']",1.0
649,649,"['chevy', 'tweet', 'house', 'sxsw']","['first', 'blog', 'post', 'grand', 'opening', 'apple', 'popup', 'store']",1.0
18204,18204,[],"['buying', 'ticket', 'milan', 'tomorrow', 'swear', 'feel', 'like', 'im', 'going', 'war']",1.0
33016,33016,[],"['tbh', 'like', 'kim', 'kardashian', 'may', 'best', 'lot', 'respect']",1.0
22859,22859,['ND'],"['coach', 'brian', 'kelly', 'yelling', 'hold', 'fucking', 'ball', 'th', 'quarter', 'touchdown', 'folston']",1.0
24655,24655,[],"['move', 'invisible', 'childrens', 'new', 'film', 'creator', 'kony', 'take', 'time', 'look', 'share', 'active', 'nov', 'th']",1.0
10178,10178,[],"['chris', 'evans', 'may', 'well', 'wank', 'done']",1.0
13281,13281,[],"['thanks', 'chelsea', 'info', 'need', 'great', 'tuesday']",1.0
34560,34560,[],"['were', 'good', 'friend', 'chris', 'evans', 'show', 'jimmy', 'kimmel', 'november']",1.0
24017,24017,[],"['honor', 'prince', 'georges', 'nd', 'birthday', 'supercute', 'cake', 'fit', 'little', 'royal']",1.0
28569,28569,[],"['since', 'ditched', 'want', 'get', 'dunkin', 'tomorrow', 'morning', 'ill', 'drive']",1.0
45656,45656,[],"['ticket', 'orange', 'conference', 'fri', 'contact', 'shawn', 'info', 'check', 'link']",1.0
7247,7247,[],"['went', 'henryville', 'til', 'like', 'th', 'grade', 'right']",1.0
15637,15637,[],"['taco', 'tuesday', 'ha', 'full', 'line', 'baptiste', 'yoga', 'alice', 'barsculpt', 'w', 'leslie', 'barsculpt']",1.0
34992,34992,[],"['iago', 'falque', 'us', 'chance', 'poor', 'old', 'harry', 'kane', 'tottenham', 'hotspur', 'face', 'norwich', 'city', 'tomorrow', 'night', 'capital']",1.0
7907,7907,[],"['were', 'hr', 'away', 'wpsl', 'elite', 'championship', 'rochester', 'v', 'formidable', 'rd', 'times', 'charm', 'red', 'star']",1.0
43072,43072,[],"['hi', 'u', 'tell', 'time', 'door', 'open', 'fri', 'janet', 'jackson', 'doe', 'go', 'opening', 'act']",1.0
9456,9456,[],"['life', 'briana', 'answer', 'phone', 'st', 'ring', 'successfully', 'sang', 'ringback', 'tone', 'way', 'thru', 'lmao']",1.0
12058,12058,[],"['think', 'may', 'word', 'used', 'st', 'patricks', 'day']",1.0
9769,9769,['YouKnowYoureFromSanDiego'],"['call', 'san', 'diego', 'county', 'fair', 'del', 'mar', 'fair', 'straight', 'del', 'mar']",1.0
3494,3494,[],"['ira', 'thursday', 'spectacular', 'thursday', 'ira', 'offering', 'hair', 'service', 'hour']",1.0
33392,33392,[],"['twice', 'th', 'red', 'sox', 'bunt', 'runner', 'st', 'nd', 'nobody', 'take', 'note', 'gibbon', 'postseason', 'eat', 'lunch']",1.0
24188,24188,[],"['happy', 'birthday', 'george', 'cutie', 'royal', 'celebrate', 'prince', 'georges', 'nd', 'birthday', 'via']",1.0
13919,13919,['Sasuke'],"['bagi', 'para', 'penggemar', 'ane', 'jan', 'lupa', 'tonton', 'naruto', 'movie', 'ninja', 'clash', 'land', 'snow', 'v', 'dijamin', 'tersepona', 'ama', 'gua', 'disana', 'v']",1.0
25504,25504,[],"['well', 'migos', 'fetty', 'wap', 'omarian', 'kid', 'ink', 'august', 'alsina', 'young', 'thug', 'chris', 'brown', 'put', 'quite', 'show', 'last', 'night']",1.0
27072,27072,[],"['caught', 'end', 'tfi', 'friday', 'chris', 'evans', 'like', 'harold', 'zidler', 'wetherspoons']",1.0
12341,12341,[],"['stone', 'brewing', 'celebrates', 'year', 'thurs', 'well', 'tap', 'th', 'anniv', 'ale', 'new', 'uberfresh', 'enjoy', 'ipa', 'cask']",1.0
27583,27583,[],"['find', 'interesting', 'rd', 'party', 'collectors', 'edition', 'sell', 'nintendo', 'different', 'story']",1.0
41473,41473,[],"['man', 'george', 'harrison', 'wa', 'favorite', 'beatle', 'brilliant', 'soul', 'may', 'r', 'p']",1.0
43179,43179,[],"['shawty', 'nonkpop', 'fan', 'go', 'shawty', 'birthday', 'kpop', 'fan', 'shawty', 'imma', 'party', 'till', 'sun', 'sehun', 'go', 'shawty', 'heechul', 'koni']",1.0
36901,36901,[],"['us', 'republic', 'day', 'turkey', 'like', 'th', 'july', 'usa']",1.0
20875,20875,[],"['lady', 'gaga', 'going', 'jewelry', 'store', 'new', 'york', 'city', 'december']",1.0
10893,10893,"['theforceawakens', 'starwars']","['star', 'war', 'day', 'staying', 'social', 'medium', 'rest', 'day', 'avoid', 'spoiler', 'see', 'tomorrow']",1.0
31890,31890,"['AntMan', 'Summer']","['antman', 'th']",1.0
43400,43400,[],"['iran', 'deal', 'working', 'wrong', 'deal']",1.0
35426,35426,['MTVStars'],"['good', 'morning', 'monster', 'gaga', 'last', 'day', 'vote', 'gaga', 'voting', 'end', 'tomorrow', 'retweet', 'vote', 'lady', 'gaga']",1.0
41281,41281,[],"['cant', 'miss', 'bokampers', 'new', 'thursday', 'night', 'football', 'giant', 'v', 'redskin', 'insane', 'food', 'drink', 'special', 'miami', 'dolphin', 'ticket', 'giveaway']",1.0
21770,21770,[],"['need', 'sept', 'th', 'go', 'see', 'eric', 'church', 'spend', 'rest', 'weekend', 'cabin', 'best', 'friend']",1.0
22408,22408,[],"['may', 'already', 'aware', 'uc', 'alan', 'rickman', 'film', 'called', 'gambit', 'us', 'coming', 'soon']",1.0
27183,27183,[],"['daylight', 'saving', 'ending', 'know', 'mean', 'extra', 'hour', 'sleep', 'saturday', 'night']",1.0
2334,2334,[],"['day', 'kast', 'year', 'nd', 'team', 'beat', 'lechlade', 'wicket', 'ayman', 'mohammed', 'starring', 'wicket']",1.0
7114,7114,[],"['even', 'though', 'tomorrow', 'xbox', 'ps', 'birthday', 'minecraft', 'still', 'fair', 'u', 'old', 'gen', 'wa', 'orginal']",1.0
28445,28445,[],"['boateng', 'put', 'net', 'dying', 'second', 'hand', 'bayer', 'leverkusen', 'victory', 'sunday', 'evening']",1.0
35280,35280,[],"['lady', 'gaga', 'releasing', 'artrave', 'stage', 'week', 'new', 'music', 'video', 'next', 'saturday', 'let', 'artpop', 'era', 'finally', 'begin']",1.0
5975,5975,[],"['decide', 'going', 'go', 'madonna', 'concert', 'saturday', 'could', 'interesting', 'thats', 'gotta', 'hour', 'show', 'right']",1.0
41918,41918,[],"['got', 'nd', 'row', 'tix', 'primus', 'kirby', 'center', 'st', 'concert', 'tour', 'd', 'surround', 'sound']",1.0
1815,1815,[],"['interesting', 'search', 'goddell', 'brings', 'tom', 'brady', 'need', 'drop', 'move', 'st', 'result']",1.0
30184,30184,[],"['friend', 'seinfeld', 'get', 'cable', 'rd', 'grade', 'watched', 'show', 'satellite']",1.0
1110,1110,"['sxsw', 'geekery']","['woah', 'expect', 'google', 'circle', 'today', 'googles', 'league', 'extraordinary', 'hacker', 'event', 'today', 'big']",1.0
5302,5302,[],"['someone', 'hate', 'iphone', 'id', 'love', 'know', 'people', 'apple', 'thought', 'st', 'watched', 'samsungs', 'brilliant', 'galaxy', 'iii', 'ad']",1.0
39036,39036,[],"['let', 'know', 'enjoys', 'seinfeld', 'may', 'force', 'watch', 'episode', 'ha', 'chosen', 'enjoy']",1.0
4211,4211,[],"['received', 'email', 'airasia', 'regarding', 'trip', 'lombok', 'friday', 'goodbye', 'kuala', 'lumpur', 'hello', 'lombok', 'indonesia']",1.0
16493,16493,['1D'],"['wa', 'strange', 'filming', 'st', 'time', 'without', 'zayn']",1.0
5872,5872,[],"['oliseh', 'looking', 'playmaker', 'super', 'eagle', 'squad', 'sunday', 'oliseh', 'ha', 'revealed', 'invite', 'p']",1.0
39853,39853,[],"['better', 'see', 'jason', 'us', 'friday', 'saturday']",1.0
17110,17110,[],"['everyones', 'black', 'friday', 'shopping', 'talking', 'deal', 'got', 'im', 'like', 'hey', 'im', 'eating', 'thanksgiving', 'leftover']",1.0
41646,41646,[],"['remember', 'bales', 'batman', 'trilogy', 'st', 'movie', 'batman', 'emerges', 'new', 'savior', 'nd', 'movie', 'batman', 'hated', 'casted', 'away', 'bad', 'guy']",1.0
24641,24641,[],"['hnng', 'pokemon', 'oras', 'came', 'told', 'michael', 'get', 'christmas', 'may', 'save', 'buy', 'sooner']",1.0
8096,8096,[],"['explore', 'work', 'jeff', 'carter', 'writer', 'uc', 'photographer', 'uc', 'chronicler', 'life', 'bush', 'coming', 'artscape', 'uc', 'aug']",1.0
9728,9728,['atlanticforum'],"['wanna', 'say', 'atlantic', 'strategy', 'come', 'bilbao', 'th']",1.0
11069,11069,[],"['samsung', 'unpacked', 'august', 'watch', 'live', 'stream', 'galaxy', 'note', 'launch', 'watch', 'live', 'video', 'st']",1.0
45062,45062,"['oomf', 'SubTweet']","['would', 'take', 'ride', 'n', 'tomorrow', 'say', 'word']",1.0
20722,20722,[],"['nokia', 'n', 'miniature', 'cause', 'whole', 'range', 'green', 'simply', 'entire', 'march', 'kwcauf']",1.0
35350,35350,[],"['want', 'watch', 'human', 'enough', 'money', 'buy', 'boxset', 'go', 'town', 'tomorrow', 'asdfghjkl']",1.0
21908,21908,[],"['filled', 'home', 'depot', 'application', 'matteson', 'uc', 'alsip', 'uc', 'orland', 'park', 'uc', 'homewood', 'uc', 'cal', 'city', 'need', 'make', 'move', 'way', 'tomorrow']",1.0
9343,9343,['2'],"['kim', 'davis', 'gay', 'marriage', 'getting', 'pregnant', 'rd', 'husband', 'married', 'st', 'pity', 'husband']",1.0
1621,1621,"['GoSetAWatchman', 'HarperLee']","['detail', 'make', 'watchmans', 'origin', 'seem', 'even', 'mysterious', 'perhaps', 'rd', 'book']",1.0
22661,22661,[],"['taken', 'come', 'friday', 'afghan', 'saturday', 'guaranteed']",1.0
11241,11241,[],"['dahil', 'may', 'adidas', 'sam', 'smith', 'na', 'sino', 'na', 'susunod', 'bruno', 'mar', 'justin', 'bieber', 'lololol', 'gusto', 'ko', 'nun', 'know', 'im', 'one']",1.0
20340,20340,[],"['check', 'replay', 'tues', 'talk', 'rousey', 'cfb', 'playoff', 'prediction', 'nfl', 'team', 'preview', 'right', 'day']",1.0
42363,42363,[],"['good', 'luck', 'boy', 'tomorrow', 'take', 'bull', 'currie', 'cup', 'semi', 'final', 'already', 'made', 'u']",1.0
46271,46271,[],"['sam', 'smith', 'twice', 'reason', 'celebrate', 'tuesday', 'picking', 'best', 'solo', 'artist', 'honour', 'gq', 'men']",1.0
43141,43141,[],"['happy', 'star', 'war', 'day', 'friend', 'mongcast', 'may', 'force']",1.0
7696,7696,[],"['reversal', 'carly', 'fiorina', 'likely', 'make', 'main', 'stage', 'next', 'republican', 'debate', 'carly', 'fiorina', 'may', 'ha']",1.0
31936,31936,['TGIW'],"['thanks', 'came', 'today', 'thanks', 'love', 'tonight', 'bkk', 'bound', 'see', 'ya', 'party', 'people', 'next', 'wednesday', 'ghetto']",1.0
12292,12292,['fuckyes'],"['flyin', 'bay', 'tomorrow', 'kickin', 'fresno', 'couple', 'day', 'going', 'colorado']",1.0
4063,4063,[],"['okay', 'friend', 'heard', 'mention', 'book', 'signing', 'event', 'akron', 'ohio', 'june', 'th']",1.0
14117,14117,[],"['machete', 'star', 'danny', 'trejo', 'david', 'hasselhoff', 'guest', 'star', 'th', 'season', 'son', 'anarchy', 'via']",1.0
1430,1430,['ImReady'],"['white', 'people', 'school', 'tomorrow', 'much', 'say', 'nicki']",1.0
6484,6484,[],"['today', 'came', 'world', 'television', 'uc', 'know', 'uc', 'may', 'soon', 'interviewing', 'big', 'time', 'rush', 'wish', 'soul']",1.0
31989,31989,[],"['beautiful', 'evening', 'last', 'friday', 'carol', 'candlelight', 'twilight', 'market', 'lot', 'kid', 'lot', 'sweet']",1.0
20848,20848,[],"['imaaa', 'get', 'tomorrow']",1.0
36057,36057,[],"['congratulation', 'miss', 'usa', 'st', 'runner', 'proud', 'represent', 'rg']",1.0
37580,37580,[],"['real', 'deal', 'cannot', 'wait', 'use', 'tomorrow', 'night', 'pl', 'tournament', 'watch', 'cbs', 'college', 'sport', 'pm']",1.0
3741,3741,[],"['ice', 'cube', 'son', 'dc', 'young', 'fly', 'make', 'friday', 'wanna', 'see', 'outcome']",1.0
24588,24588,['1381619'],"['jim', 'luxford', 'east', 'york', 'calendar', 'uc', 'st', 'uc', 'daily', 'winner', 'september']",1.0
5909,5909,[],"['sat', 'watching', 'john', 'cena', 'video', 'random']",1.0
21761,21761,"['iPhoneography', 'MobiTog']","['time', 'get', 'nekkid', 'filter', 'free', 'friday', 'original', 'global', 'community']",1.0
1725,1725,[],"['look', 'fighting', 'triceracop', 'hackerman', 'armed', 'viking', 'one', 'thing', 'thats', 'thor', 'trex', 'surrender', 'may', 'best', 'option']",1.0
7844,7844,[],"['almost', 'thursday', 'yes', 'labor', 'day', 'ha', 'come', 'gone', 'sharis', 'open', 'mic', 'keep', 'keepin']",1.0
43396,43396,['SignsYouNeedToGrowUp'],"['still', 'hit', 'skate', 'center', 'friday', 'night']",1.0
33376,33376,['TAMU'],"['murray', 'allen', 'start', 'nd', 'half']",1.0
28534,28534,[],"['really', 'think', 'guest', 'bad', 'blood', 'show', 'oct', 'dallas']",1.0
27522,27522,[],"['st', 'film', 'since', 'n', 'half', 'men', 'charlie', 'sheen', 'set', 'star', 'jason', 'schwartzman', 'glimpse', 'inside', 'mind', 'charlie', 'swan', 'iii']",1.0
32223,32223,[],"['imaaa', 'quiet', 'day', 'tomorrow']",1.0
41723,41723,[],"['lets', 'go', 'ihop', 'tomorrow', 'morning']",1.0
14676,14676,['PlungInOracleDay'],"['one', 'greatest', 'ux', 'innovator', 'oracles', 'mdc', 'th', 'anniversary', 'celebration']",1.0
37864,37864,[],"['frankie', 'think', 'um', 'gonna', 'date', 'bed', 'tomorrow', 'us', 'boy']",1.0
2908,2908,[],"['cant', 'wait', 'tomorrow', 'going', 'charleston', 'weekend']",1.0
606,606,"['festival', 'genius', 'notsomuch', 'sxsw']","['agree', 'theyre', 'great', 'iphone', 'apps', 'mealtime', 'via']",1.0
20051,20051,[],"['delighted', 'bene', 'asked', 'play', 'slacker', 'whelans', 'august', 'th', 'great', 'way', 'round', 'rebellion', 'weekend']",1.0
3362,3362,[],"['see', 'news', 'eye', 'real', 'people', 'reporter', 'fresco', 'io', 'coming', 'september', 'th']",1.0
14067,14067,[],"['u', 'bono', 'reveals', 'may', 'never', 'play', 'guitar', 'following', 'horrific', 'bike', 'accident']",1.0
12217,12217,[],"['back', 'loo', 'today', 'christian', 'student', 'student', 'christian', 'may', 'blessed', 'year', 'ministry', 'go', 'lord']",1.0
45886,45886,[],"['andy', 'rooney', 'make', 'last', 'appearance', 'cbs', 'minute', 'sunday', 'tvnewser']",1.0
44571,44571,[],"['d', 'chicago', 'sunday', 'wa', 'awesome', 'sad', 'year', 'break', 'totally', 'deserve', 'niall', 'owned', 'show']",1.0
20242,20242,[],"['spoke', 'sheikh', 'dubai', 'goodison', 'sunday', 'full', 'costume', 'gave', 'detail', 'said', 'hell', 'touch', 'lfc', 'glass']",1.0
33584,33584,[],"['happy', 'friday', 'come', 'copper', 'river', 'salmon', 'freshest', 'wonderful', 'salmon', 'world', 'dessert']",1.0
22742,22742,[],"['st', 'record', 'best', 'memory', 'buying', 'album', 'wa', 'michael', 'jacksons', 'thriller', 'moment', 'wa', 'rockstar']",1.0
24193,24193,[],"['could', 'prattle', 'music', 'night', 'long', 'radio', 'head', 'weezer', 'green', 'day', 'stone', 'temple', 'pilot', 'offspring', 'rd', 'eye', 'blind']",1.0
13099,13099,[],"['add', 'show', 'milan', 'october', 'th', 'attend', 'emas', 'day', 'hard']",1.0
19176,19176,['DellWebcast'],"['join', 'wed', 'live', 'webcast', 'cost', 'optimization', 'smb', 'crowd', 'send', 'question']",1.0
39275,39275,[],"['used', 'absolutely', 'love', 'music', 'silent', 'hill', 'even', 'ipod']",1.0
5521,5521,['JohnFlemingBlog'],"['belated', 'christmas', 'eve', 'bra', 'drag', 'king', 'lesbian', 'ira']",1.0
14704,14704,[],"['b', 'c', 'saw', 'twilight', 'st', 'weekend', 'see', 'star', 'war']",1.0
41972,41972,[],"['saturday', 'night', 'consists', 'watching', 'big', 'bang', 'theory', 'season', 'cam']",1.0
40688,40688,[],"['asslamau', 'alaikum', 'community', 'khair', 'grace', 'allah', 'wonderful', 'eid', 'gathering', 'friday']",1.0
37708,37708,[],"['bentley', 'score', 'jocelyn', 'extra', 'point', 'cat', 'left', 'rd', 'quarter', 'keep', 'working', 'cat']",1.0
9878,9878,[],"['want', 'listen', 'iron', 'maidens', 'new', 'album', 'day', 'tomorrow', 'work', 'project']",1.0
27647,27647,[],"['contest', 'featured', 'blog', 'pi', 'day', 'friday', 'check', 'enter', 'win']",1.0
7948,7948,['ItalianEngagement'],"['got', 'lost', 'eternal', 'city', 'st', 'night', 'stumbled', 'upon', 'treasure']",1.0
20026,20026,[],"['theres', 'little', 'le', 'month', 'left', 'baseball', 'see', 'reason', 'red', 'sox', 'cant', 'get', 'nd', 'wildcard']",1.0
14825,14825,[],"['look', 'like', 'headin', 'charleston', 'jan', 'winter', 'jam']",1.0
8783,8783,"['Tulowitzki', 'Revere', 'BlueJays']","['deal', 'acquire', 'david', 'price', 'troy', 'ben', 'trade', 'deadline', 'helped', 'spark', 'surge', 'since', 'july']",1.0
5021,5021,[],"['lil', 'trip', 'performing', 'next', 'week', 'july', 'th', 'live', 'fairground', 'nashville', 'uc', 'tn']",1.0
25122,25122,[],"['many', 'ppl', 'put', 'religious', 'belief', 'aside', 'come', 'work', 'jew', 'muslim', 'th', 'day', 'adventist', 'etc', 'kim', 'davis', 'think', 'special']",1.0
12765,12765,[],"['may', 'know', 'im', 'heavy', 'metal', 'iron', 'maiden', 'metallica', 'dio', 'band', 'guy']",1.0
46536,46536,"['LONGHARRYIMAGINE', 'Imagine']","['us', 'friday', 'night', 'find', 'watching', 'notebook', 'uc', 'cont']",1.0
31450,31450,[],"['were', 'excited', 'bernie', 'sander', 'visiting', 'cd', 'nd', 'time', 'since', 'declaring', 'hell', 'winthrop', 'sept']",1.0
5780,5780,[],"['gucci', 'plenty', 'fair', 'prospect', 'march', 'fall', 'dichotomous', 'connotative', 'access', 'dragging', 'pl']",1.0
345,345,"['holler', 'gram', 'sxsw']","['saw', 'giant', 'line', 'thought', 'wa', 'movie', 'premiere', 'wa', 'apple', 'store', 'ipad', 'heard', 'scream', 'premiere']",1.0
9176,9176,"['11ks', 'wins']","['david', 'price', 'getting', 'excited', 'watch', 'jay', 'play', 'october', 'baseball']",1.0
2996,2996,['TMW'],"['milan', 'may', 'go', 'back', 'porto', 'midfielder', 'gianelli', 'imbula', 'try', 'acquire', 'loan', 'option', 'buy']",1.0
2567,2567,[],"['receiving', 'new', 'seasoncard', 'juventus', 'ticket', 'may', 'paper', 'ticket', 'sent']",1.0
7990,7990,[],"['blue', 'moon', 'community', 'garden', 'uc', 'alive', 'kicking', 'tucson', 'uc', 'az', 'sun']",1.0
43996,43996,"['thespiritualstate', 'nottheband']","['pool', 'cool', 'sun', 'hot', 'breeze', 'soft', 'attained', 'nirvana']",1.0
11964,11964,['HHGttG'],"['home', 'sacked', 'puppy', 'couch', 'afternoon', 'sun', 'long', 'thursday', 'douglas', 'adam', 'wa', 'genius']",1.0
16592,16592,[],"['nigeria', 'may', 'parade', 'weakened', 'team', 'ghana', 'tuesday', 'first', 'player', 'yet', 'secure', 'uk', 'entry', 'visa']",1.0
23182,23182,[],"['hopefully', 'meet', 'greet', 'friday', 'night', 'stan', 'walker', 'elen', 'levon', 'bring', 'celeb', 'life']",1.0
12052,12052,[],"['watch', 'act', 'valor', 'like', 'th', 'time', 'lol']",1.0
41939,41939,[],"['sat', 'bed', 'edith', 'background', 'still', 'face', 'full', 'white', 'um', 'still', 'clothes', 'last', 'night', 'standard']",1.0
37393,37393,[],"['tom', 'brady', 'ha', 'named', 'afc', 'offensive', 'player', 'week', 'nd', 'time', 'bringing', 'back', 'even', 'peyton', 'manning', 'ever']",1.0
3145,3145,[],"['christian', 'may', 'loose', 'many', 'battle', 'christ', 'ha', 'already', 'war', 'end', 'win', 'inheritance', 'awaits']",1.0
1944,1944,[],"['sting', 'return', 'wwe', 'monday', 'night', 'raw', 'showtime', 'seth', 'rollins', 'thats', 'challenge', 'wwe', 'world']",1.0
4478,4478,"['CGVB', 'CGVB']","['final', 'everyone', 'go', 'reynolds', 'colosseum', 'nc', 'state', 'sat', 'cheer', 'backtoback', 'state', 'champion']",1.0
13123,13123,"['LumaGrothe', 'offduty']","['congrats', 'face', 'milan', 'see', 'milan', 'september', 'model']",1.0
1173,1173,"['sxsw', 'group', 'chat', 'apps']","['envy', 'roof', 'thanks', 'every', 'person']",1.0
25717,25717,[],"['send', 'lwangas', 'hw', 'packet', 'buy', 'dunkin', 'tomorrow', 'morning']",1.0
19800,19800,[],"['cant', 'wait', 'paper', 'town', 'nandos', 'thursday', 'lass', 'shine', 'light', 'result']",1.0
45601,45601,['WeAreGood'],"['im', 'excited', 'cub', 'game', 'tomorrow', 'cant', 'wait', 'jon', 'lester', 'hill', 'kris', 'bryant', 'foot', 'away', 'pennant', 'chase']",1.0
17079,17079,[],"['bit', 'late', 'party', 'back', 'magic', 'mike', 'xxl', 'ermahgaaad', 'could', 'sat', 'cinema', 'rest', 'life', 'nom', 'nom', 'nom']",1.0
37145,37145,"['Rangers', 'MLB']","['texas', 'josh', 'hamilton', 'tied', 'ballgame', 'st', 'threerun', 'home', 'run']",1.0
9961,9961,[],"['th', 'th', 'gradersjoin', 'michael', 'ball', 'acolyte', 'training', 'following', 'service', 'sunday']",1.0
11168,11168,[],"['inspiring', 'explanation', 'partynot', 'funeralthey', 'held', 'celebrate', 'frank', 'giffords', 'life']",1.0
37055,37055,"['Inspiration', 'BeTheChange', 'BeYourSelf', 'Health']","['oracle', 'well', 'august', 'rd']",1.0
1933,1933,[],"['reminder', 'daylight', 'saving', 'time', 'end', 'sunday', 'november', 'turn', 'clock', 'back', 'hour', 'saturday', 'night', 'see', 'sunday']",1.0
65,65,"['sxsw', 'cnet']","['christian', 'devs', 'want', 'talk', 'u', 'maybe', 'wk', 'together', 'cool', 'app']",1.0
46457,46457,[],"['monday', 'night', 'raw', 'tonight', 'cenas', 'back', 'brock', 'lesnar', 'undertaker', 'back']",1.0
22955,22955,['castleberryisd'],"['th', 'grade', 'ipad', 'deployment', 'going', 'well', 'student', 'excited']",1.0
