,text,emotion,hashtags
17,"['hey', 'fuck', 'internet', 'thursday', 'xbox', 'one', 'even', 'let', 'sign', 'onto', 'account', 'offline']",-1,[]
18,"['renzo', 'wa', 'italys', 'st', 'pm', 'since', 'waranother', 'vote', 'immigration', 'pulling', 'europe', 'apart']",-1,[]
19,"['trump', 'ha', 'stock', 'daplwhos', 'surprised']",-1,[]
20,"['check', 'performance', 'brave', 'youngster', 'one', 'saturday', 'morning', 'sylvia', 'park', 'truly', 'great']",1,[]
21,"['mike', 'penny', 'arguably', 'far', 'worse', 'individual']",-1,[]
22,"['morning', 'want', 'watch', 'vampire', 'diary', 'sad']",-1,[]
23,"['lady', 'firebird', 'lead', 'tipp', 'half']",-1,"['go', 'birds']"
24,"['imagine', 'fight', 'ira', 'mi', 'demanded', 'know', 'every', 'shop', 'visited', 'book', 'read', 'inquiry', 'made']",-1,[]
25,"['zayns', 'family', 'last', 'day', 'la', 'leaving', 'tomorrow']",1,[]
26,"['tune', 'p', 'tomorrow', 'google', 'hangout', 'political', 'reporter', 'discus', 'election']",1,[]
27,"['good', 'read', 'kane', 'laughing', 'one', 'season', 'wonder', 'comment']",1,[]
28,"['wanna', 'miss', 'anything', 'suck', 'waking', 'realising', 'zayn', 'came', 'back', 'd', 'th', 'album']",-1,[]
29,"['travelling', 'europe', 'happy', 'new', 'year', 'rahul', 'gandhi', 'congress', 'vicepresident', 'rahul', 'gandhi', 'monday', 'tweeted', 'travelling']",1,[]
30,"['outa', 'loop', 'somewhere', 'nd', 'time', 'today', 'ive', 'heard', 'kane', 'az', 'breath']",1,[]
31,"['december', 'almost', 'u', 'still', 'frank', 'ocean', 'album', 'boy', 'cry', 'give', 'fuck']",-1,[]
32,"['ha', 'moral', 'implication', 'despite', 'transgression', 'show', 'compassion']",1,"['palestine', 'israel', 'palestine']"
33,"['preaches', 'moral', 'high', 'ground', 'executes', 'drone', 'strike', 'globally']",-1,"['collateral', 'damage', 'radicalization']"
34,"['trump', 'owns', 'stock', 'company', 'building', 'dakota', 'access', 'pipeline']",1,[]
35,"['c', 'umon', 'know', 'bca', 'budget', 'uc', 'stronger', 'resolution', 'us', 'law']",1,['ohsen']
36,"['imo', 'wa', 'unique', 'shitstorm', 'reason', 'unlikely', 'duplicated', 'dems', 'need', 'hold', 'value']",-1,[]
37,"['achieved', 'rapprochement', 'w', 'cuba', 'obamawhat', 'doe', 'future', 'hold', 'uscuba', 'relation', 'w', 'fidel', 'dead', 'u']",-1,[]
38,"['consumer', 'report', 'teslas', 'model', 'x', 'fast', 'flawed', 'anonymous', 'reader', 'quote', 'report', 'marketwatch']",-1,[]
39,"['chris', 'jericho', 'explains', 'think', 'ryback', 'beat', 'cm', 'punk', 'sunday']",1,"['feed', 'me', 'more']"
40,"['go', 'history', 'book', 'islam', 'see', 'nothing', 'like', 'boko', 'haram', 'fake', 'jihad', 'ever', 'take', 'place']",-1,[]
41,"['taking', 'kid', 'meet', 'father', 'christmas', 'tomorrow', 'milan', 'sunday', 'show', 'italian', 'press', 'amazing', 'game', 'magnifico']",1,[]
42,"['sits', 'clear', 'clean', 'soul', 'apple', 'garden', 'heaven', 'learning', 'future', 'deep', 'grace', 'angel']",1,[]
43,"['kinda', 'upset', 'im', 'gunna', 'miss', 'fight', 'saturday', 'kenney', 'chesney', 'jason', 'aldean', 'blast']",1,[]
44,['killing'],1,"['stop', 'civilians', 'syria', 'russia', 'united', 'nations']"
45,"['cupid', 'psyche', 'ut', 'original', 'greek', 'myth', 'wa', 'story', 'golden', 'apuleius', 'often', 'cited', 'st', 'fairy', 'tale']",1,[]
46,"['interested', 'ill', 'talking', 'saturday', 'chelsea']",1,"['alison', 'ut', 't', 'ley']"
47,"['level', 'wall', 'street', 'influence', 'incoming', 'administration', 'unprecedented', 'since', 's']",-1,[]
48,"['yep', 'free', 'ucf', 'shuttle', 'apple', 'watch', 'cool', 'playing', 'fine', 'sunday', 'morning']",1,[]
49,"['trump', 'statement', 'hope', 'melania', 'barron', 'never', 'move', 'dc']",-1,[]
50,"['watching', 'original', 'sharknado', 'prepping', 'tomorrow']",1,"['sharknado', '3']"
51,"['im', 'disappointed', 'taipei', 'full', 'stuff', 'google', 'earth', 'vr', 'wa', 'hoping', 'visit', 'lehua', 'night', 'market']",-1,[]
52,"['worst', 'away', 'day', 'sat', 'home', 'end', 'v', 'bolton', 'min', 'gone', 'berba', 'score', 'jump']",-1,"['awkward', 'away', 'days']"
53,"['rick', 'perry', 'may', 'first', 'drop', 'money']",-1,['gop2016']
54,"['say', 'third', 'bridge', 'tigris', 'ha', 'destroyed', 'due', 'airstrikes']",1,"['is', 'is', 'mosul', 'mosul', 'offensive']"
55,"['think', 'interesting', 'half', 'cuban', 'mourning', 'loss', 'fidel', 'castro', 'half', 'celebrating']",-1,[]
56,"['infogrphic', 'week', 'claim', 'killing', 'suicide', 'attack', 'humvee']",1,"['isis', 'mosuloffensive', 'isf', 'peshmerga']"
57,"['omg', 'know', 'im', 'hearing', 'black', 'friday', 'jcole', 'murked', 'kendrick', 'big', 'time']",1,[]
58,"['love', 'picture']",1,[]
59,"['make', 'dua', 'keep', 'mind', 'may', 'allah', 'mercy', 'mujahidin', 'muslim', 'destroy', 'kuffar', 'amin']",-1,[]
60,"['august', 'th', 'frank', 'ocean', 'let', 'yet']",-1,[]
61,"['jose', 'aldo', 'v', 'conor', 'mcgregor', 'set', 'december', 'th', 'mgm', 'grand', 'la', 'vega']",1,['ufc']
62,"['frank', 'ocean', 'better', 'working', 'album', 'saturday', 'night', 'since', 'cancelled', 'fyf', 'appearance']",1,[]
63,"['could', 'fooled', 'thought', 'march', 'wa', 'trying', 'win', 'back', 'favour', 'worker', 'cosatu', 'fast', 'losing', 'credibility']",-1,[]
64,"['brilliant', 'result', 'think', 'winning', 'may', 'go', 'phone', 'bill', 'um', 'celeb', 'dancing', 'ice', 'rumour', 'true']",1,[]
65,"['dustin', 'johnson', 'appeared', 'thursday', 'th', 'place', 'top', 'orlandos', 'trend']",1,"['trnd', 'nl']"
66,"['question', 'monarchy', 'look', 'butthurtedness', 'tomorrow', 'look', 'baby', 'picture', 'prince', 'george', 'shit']",-1,[]
67,"['donald', 'trump', 'bad', 'hombre']",-1,[]
68,"['know', 'may', 'one', 'day', 'eastern', 'province', 'become', 'independent', 'state']",1,[]
69,"['fox', 'news', 'really', 'fair', 'balanced', 'sometimes', 'wonder', 'st', 'debate', 'without', 'bobby', 'jindal']",-1,[]
70,"['morning', 'paper', 'georgia', 'get', 'ready', 'big', 'opener', 'needed', 'boise', 'state', 'look', 'kicker', 'bangle']",1,[]
71,"['skin', 'teeth', 'gregg', 'williams', 'easily', 'nd', 'best', 'coordinator', 'uall', 'ever']",1,[]
72,"['evil', 'men', 'iron', 'maiden', 'wa', 'uk', 'chart', 'august']",1,[]
73,"['q', 'whats', 'difference', 'sarah', 'palin', 'donald', 'trump', 'lipstick', 'may', 'young', 'get']",-1,[]
74,"['grayson', 'allen', 'could', 'sneeze', 'someone', 'would', 'get', 'charged', 'foul', 'giving', 'cold']",1,[]
75,"['food', 'fact', 'day', 'sept', 'uc', 'harland', 'sander', 'wa', 'born', 'near', 'henryville', 'uc', 'indiana', 'founder', 'kentucky', 'fried', 'chicken', 'restaurant', 'chain']",1,[]
76,"['wish', 'every', 'day', 'wa', 'october', 'th', 'miss', 'eric', 'church']",1,[]
77,"['tony', 'parker', 'may', 'hit', 'game', 'winning', 'shot', 'mark', 'sanchez', 'coming', 'clutch', 'eva', 'longoria', 'right']",1,['swish']
78,"['mr', 'travis', 'took', 'sat', 'th', 'grade']",1,"['nerd', 'fact']"
79,"['david', 'prices', 'last', 'two', 'start', 'horrendous', 'take', 'mound', 'saturday']",-1,['yankees']
80,"['every', 'stupid', 'venal', 'thing', 'dems', 'done', 'yr', 'theres', 'video', 'cspan', 'cspan', 'bernie', 'opposing']",-1,[]
81,"['picked', 'new', 'moto', 'g', 'rd', 'gen', 'local', 'u', 'cellular', 'store', 'weekend']",1,[]
82,"['tfi', 'friday', 'wa', 'good', 'wa', 'new', 'chris', 'evans', 'wa', 'young', 'someone', 'need', 'tell', 'crap', 'dated']",-1,[]
83,"['kris', 'bryant', 'left', 'todays', 'game', 'th', 'head', 'first', 'slide', 'nd', 'yikes']",-1,[]
84,"['come', 'visit', 'grand', 'national', 'roadster', 'show', 'january', 'pomona', 'fairplex', 'literally', 'hundred', 'sweet', 'ride']",1,[]
85,"['turned', 'news', 'see', 'riot', 'tottenham', 'morning', 'first', 'thought', 'wa', 'spur', 'must', 'signed', 'joey', 'barton']",1,[]
86,"['work', 'day', 'need', 'vacation', 'start', 'tomorrow', 'first', 'stop', 'jason', 'aldean', 'sister', 'roommate']",1,[]
87,"['walked', 'bill', 'gate', 'one', 'good', 'deal', 'justin', 'bieber', 'sat', 'cold', 'wa', 'edward']",1,[]
88,"['midmay', 'week', 'mothers', 'day', 'hopefully', 'good']",1,[]
89,"['donald', 'trump', 'need', 'build', 'wall', 'put', 'load', 'lad', 'new', 'zealand', 'mexican', 'border']",-1,"['i', 'rev', 'nzl']"
90,"['club', 'bodi', 'may', 'question', 'tonight']",1,[]
91,"['th', 'century', 'wheelbarrow', 'drunk', 'kempt', 'steve', 'bannon']",-1,[]
92,"['terrorist', 'direct', 'meeting']",-1,"['hezbollah', 'russian', 'syria', 'lebanon']"
93,"['thing', 'getting', 'tomorrow', 'sam', 'smith', 'concert']",1,[]
94,"['next', 'web']",-1,[]
95,"['real', 'deal', 'cannot', 'wait', 'use', 'tomorrow', 'night', 'pl', 'tournament', 'watch', 'cbs', 'college', 'sport', 'pm']",1,[]
96,"['th', 'free', 'lexus', 'earner', 'team', 'moon', 'excited', 'terri', 'jason']",1,"['dream', 'big', 'live', 'happy']"
97,"['bbc', 'warned', 'george', 'osborne', 'would', 'axe', 'bbc', 'bbc', 'due', 'cut', 'medium', 'guardian']",-1,[]
98,"['waheed', 'proposed', 'mdp', 'join', 'gov', 'prior', 'coni', 'us', 'verdict', 'feb', 'controversial', 'power', 'transfer', 'refrained', 'mdp', 'joining', 'govt']",-1,[]
99,"['people', 'consider', 'people', 'george', 'soros', 'think', 'people', 'country', 'fucking', 'stupid']",-1,[]
100,"['may', 'agree', 'stance', 'greek', 'debt', 'crisis', 'angela', 'merkels', 'stand', 'leadership', 'xenophobia', 'admirable']",1,[]
101,"['made', 'shitty', 'family', 'guy', 'gif', 'last', 'night', 'boredom', 'gonna', 'post', 'tumblr']",-1,[]
102,"['huge', 'john', 'cena', 'fan', 'beating', 'seth', 'rollins', 'win', 'th', 'world', 'heavyweight', 'championship', 'wrong', 'reconsider']",-1,[]
103,"['arm', 'urselves', 'becuz', 'else', 'save', 'umy', 'yo', 'darkskinned', 'nonwhite', 'moms', 'new', 'gun', 'ready', 'pick']",-1,[]
104,"['yet', 'dont', 'focus', 'issue', 'st', 'amendment', 'drag', 'every', 'thing', 'bash', 'christian']",-1,[]
105,"['promoted', 'guided', 'milan', 'nd', 'place', 'nonleague']",1,[]
106,"['im', 'happy', 'hear', 'sam', 'smith', 'singing', 'theme', 'song', 'bring', 'october', 'th']",1,['spectre']
107,"['interesting', 'see', 'like', 'pogba', 'de', 'gea', 'austin', 'kane', 'berahino', 'benzema', 'wanyama', 'stone', 'borini', 'end', 'come', 'wednesday', 'morning']",1,[]
108,"['tina', 'fey', 'cohost', 'golden', 'globe', 'london', 'uc', 'oct', 'rock', 'u', 'star', 'tina', 'fey', 'set', 'reunite', 'fellow', 'u']",1,[]
109,"['know', 'drive', 'summersville', 'tomorrow', 'want', 'bad', 'lol', 'start', 'go', 'mart', 'tomorrow', 'am']",-1,[]
110,"['austin', 'river', 'overrated', 'ut', 'see', 'came', 'st', 'round']",-1,[]
111,"['tony', 'abbott', 'cabinet', 'christian', 'please', 'give', 'muslim', 'day', 'im', 'th', 'gen', 'australian']",-1,[]
112,"['galatasaray', 'led', 'st', 'quarter', 'ha', 'gotten', 'smoked', 'getting', 'outscored', 'st', 'minute']",-1,[]
113,"['ashley', 'graham', 'cover', 'cosmopolitan', 'uk', 'january']",1,[]
114,"['america', 'please', 'understand', 'lie', 'illegal', 'voter', 'legitimize', 'anything', 'except', 'voter', 'suppression', 'law', 'wake']",-1,[]
115,"['big', 'problem', 'conservative', 'respectful', 'present', 'argument', 'intellectually']",1,[]
116,"['fan', 'freaking', 'mets', 'chemistry', 'david', 'wright', 'something', 'may', 'defied', 'biology', 'physic']",1,[]
117,"['hi', 'ill', 'speaking', 'peter', 'riley', 'abc', 'illawarra', 'monday', 'around', 'est', 'couple']",1,[]
118,"['yep', 'plus', 'funny', 'say', 'tim', 'duncan', 'cmon', 'kawhi', 'thats', 'akin', 'go', 'one', 'best', 'player', 'time']",1,[]
119,"['david', 'lingmerth', 'scott', 'piercy', 'tied', 'st', 'dustin', 'johnson', 'inplay']",1,"['us', 'pga']"
120,"['ahahahahhha', 'labor', 'day', 'mess', 'u', 'forgot', 'tuesday', 'monday', 'online', 'class', 'assignment', 'due', 'u', 'hr']",1,[]
121,"['indian', 'air', 'force', 'may', 'go', 'israel', 'second', 'time']",-1,[]
122,"['u', 'around', 'trillion', 'debt', 'time', 'obama', 'leaf', 'white', 'house']",-1,[]
123,"['thats', 'dumb', 'american', 'one', 'handle', 'terrain', 'well']",-1,[]
124,"['alex', 'kim', 'kardashian', 'worth', 'love', 'kim', 'kardashian', 'bad', 'sun', 'conure']",-1,[]
125,"['tooo', 'excited', 'play', 'tomorrow', 'bluesfest', 'crazy', 'ill', 'wearing', 'fuck', 'ton', 'glow', 'stick']",1,[]
126,"['condemn', 'disavow', 'condemn', 'altrightists', 'bound', 'lose', 'time', 'changin']",-1,[]
127,"['comment', 'supremacist', 'would', 'giving', 'undeserved', 'attention', 'idiot', 'best', 'ignored', 'altogether']",-1,[]
128,"['knew', 'amazon', 'prime', 'day', 'wa', 'destined', 'fail', 'saw', 'wa', 'held', 'th', 'composite', 'prime']",-1,"['prime', 'day', 'fail']"
129,"['anyone', 'want', 'come', 'jason', 'aldean', 'tomorrow', 'night', 'free', 'ticket']",1,[]
130,"['sound', 'jason', 'derulo', 'snoop', 'dogg', 'wiggle']",1,"['sunday', 'zondag', 'dimanche']"
131,"['good', 'luck', 'tomorrow', 'la', 'vega', 'get', 'man', 'ure', 'going', 'smash', 'fool']",1,"['freak', 'show']"
132,"['feel', 'much', 'better', 'knowing', 'thor', 'house', 'sunday']",1,[]
133,"['way', 'conference', 'excited', 'create', 'better', 'tomorrow']",1,"['youth', 'up2youth', 'world', 'dgvn']"
134,"['move', 'pelosi', 'direct', 'result', 'challenge', 'status', 'quo', 'already', 'succeeding']",-1,[]
135,"['really', 'hope', 'theres', 'one', 'person', 'appreciates', 'gold', 'standard', 'metal', 'band', 'pun']",1,[]
136,"['im', 'sad', 'cant', 'watch', 'messi', 'argentina', 'squad', 'tuesday']",-1,[]
137,"['think', 'erik', 'rowand', 'rd', 'member', 'roman', 'reign', 'dean', 'ambroses', 'team', 'night', 'champion']",1,"['raw', 'wwe']"
138,"['cant', 'believe', 'didnt', 'even', 'take', 'trip', 'bed', 'today', 'paley', 'saturday', 'defo', 'booo']",-1,[]
139,"['gov', 'john', 'kasich', 'ha', 'problem', 'starting', 'late', 'man', 'field', 'first', 'debate', 'coming', 'th', 'aug', 'must', 'debate']",-1,[]
140,"['david', 'price', 'blue', 'jay', 'blue', 'jay', 'playoff', 'spot', 'august', 'im', 'extremely', 'happy', 'way', 'thing', 'right']",1,[]
141,"['im', 'tellin', 'may', 'single', 'long', 'caitlyn', 'jenner', 'wa', 'man', 'mean']",1,[]
142,"['traveling', 'whole', 'circuit', 'cleveland', 'pretty', 'dismal', 'march', 'unless', 'drinking', 'w', 'bday', 'st', 'patty']",-1,[]
143,"['world', 'end', 'december', 'uc', 'umma', 'find', 'justin', 'beiber', 'castrate', 'die']",-1,[]
144,"['walker', 'iran', 'deal', 'like', 'leaving', 'son', 'unattended', 'girl', 'wisconsin', 'gov', 'scott', 'walker', 'wednesday', 'compared']",1,[]
145,"['ordered', 'back', 'pack', 'amazon', 'week', 'ago', 'turn', 'lost', 'package', 'school', 'start', 'tomorrow']",-1,['sick']
146,"['still', 'pretending', 'theres', 'gold', 'standard', 'ashamed']",-1,[]
147,"['popular', 'vote', 'counted', 'conversation', 'trump', 'hes', 'jerk', 'win']",-1,[]
148,"['nah', 'm', 'always', 'start', 'beginning', 'see', 'evolution', 'madonnas', 'nd', 'rd', 'album', 'perf']",1,[]
149,"['upset', 'trump', 'taking', 'phone', 'call', 'gonna', 'absolutely', 'livid', 'find', 'obamas', 'drone', 'strike']",-1,[]
150,"['want', 'go', 'church', 'tonight', 'crusader', 'kevin', 'leal', 'ministering', 'im', 'nauseous', 'headachy', 'need', 'finish', 'overdue', 'assignment']",-1,[]
151,"['feel', 'like', 'im', 'star', 'jurassic', 'park', 'tomorrow', 'im', 'going', 'extinct', 'brother']",1,[]
152,"['tfi', 'friday', 'chris', 'evans', 'mid', 'life', 'crisis', 'live', 'tv']",-1,[]
153,"['alabama', 'state', 'trooper', 'investigated', 'seven', 'fatal', 'traffic', 'crash', 'resulted', 'nine', 'death', 'labor', 'day', 'holiday', 'fri', 'mon']",-1,[]
154,"['update', 'shawn', 'reuniting', 'jack', 'jack', 'tomorrow', 'confirmed', 'jack', 'gilinsky']",1,[]
155,"['understand', 'fucks', 'wrong', 'may', 'hate', 'green', 'day', 'bother', 'green', 'day', 'family']",-1,[]
156,"['still', 'would', 'consider', 'job', 'trump', 'cabinet']",1,[]
157,"['erdogan', 'say', 'running', 'election', 'add', 'nov', 'st', 'vote', 'stability']",1,[]
158,"['melinda', 'may', 'lift', 'mjolnir', 'use', 'shell', 'say', 'job', 'point', 'thor', 'lifted', 'yep', 'hes', 'dreamy']",1,[]
159,"['also', 'gun', 'control', 'lead', 'property', 'confiscation', 'extemporaneousness', 'execution', 'fema', 'camp', 'extermination']",-1,"['agenda', '21']"
160,"['green', 'bay', 'drafted', 'rogers', 'spot', 'sat', 'year', 'obviously', 'wasted', 'pick', 'smh']",-1,"['find', 'a', 'real', 'sports', 'story']"
161,"['know', 'marana', 'girl', 'bad', 'fuck', 'white', 'one', 'party', 'went', 'jaylon', 'saturday', 'marana', 'tiger']",-1,[]
162,"['one', 'consider', 'fact', 'location', 'tracking', 'suck', 'power', 'every', 'user', 'struggle', 'enough']",-1,['uber']
163,"['hartzel', 'planning', 'watch', 'antman', 'tomorrow', 'sm', 'palapala', 'problem', 'available', 'd']",-1,[]
164,"['carly', 'fiorina', 'forced', 'hp', 'board', 'february', 'th', 'weakest', 'link', 'style', 'management', 'david', 'w', 'packard']",-1,[]
165,"['shinji', 'kagawa', 'held', 'coaching', 'clinic', 'student', 'tuesday', 'support', 'child', 'area', 'hit', 'japan', 'earthquake', 'jakart']",1,['mufc']
166,"['excited', 'mac', 'november', 'ut', 'come', 'soon', 'enough', 'clear', 'io', 'mac', 'minimalistic', 'todo', 'list', 'nirvana']",1,[]
167,"['special', 'way', 'could', 'sign', 'kindle', 'version', 'book', 'one', 'downfall', 'ebook', 'empire']",1,[]
168,"['haha', 'mum', 'gave', 'work', 'wage', 'tomorrow', 'ticketek', 'ut', 'go', 'work', 'made', 'sense', 'stay', 'home', 'thanks']",1,[]
169,"['maybe', 'thats', 'weird', 'st', 'message', 'ever', 'send', 'aside', 'nicee', 'drawing', 'lot', 'gay']",-1,[]
170,"['welcome', 'nick', 'j', 'manila', 'excited', 'show', 'friday']",1,[]
171,"['winter', 'classic', 'cancelled', 'bettman', 'better', 'watch', 'back', 'us', 'gonna', 'lot', 'nhl', 'fan', 'want', 'dead', 'may', 'may', 'one']",-1,[]
172,"['condemned', 'dakota', 'access', 'pipeline', 'yet']",-1,[]
173,"['embargo', 'cuba', 'still', 'remains', 'nation', 'wow', 'cuba', 'ha', 'survived', 'north', 'korea']",1,[]
174,"['interested', 'hayden', 'solving', 'shot', 'sat', 'watch', 'curtis', 'like', 'everything', 'said', 'wa', 'written', 'word', 'lawd']",-1,['gh']
175,"['time', 'wank', 'thought', 'ps', 'destiny', 'tomorrow']",1,[]
176,"['put', 'federal', 'prison', 'life', 'likely', 'escape', 'friend', 'saudi', 'arabia']",-1,[]
177,"['criticizing', 'lack', 'preparedness', 'wrong', 'iras', 'post', 'say', 'wa']",-1,[]
178,"['say', 'rationale', 'charlie', 'hebdo', 'killing', 'january', 'pic', 'muhammad', 'friday', 'night', 'paris', 'wa', 'different']",-1,"['john', 'kerry', 'is', 'is']"
179,"['censoring', 'calling', 's', 'fatty', 'third']",-1,"['china', 'people', 'north', 'korea', 'leader', 'kim']"
180,"['sure', 'hope', 'skate', 'center', 'play', 'decent', 'music', 'tomorrow']",1,[]
181,"['heart', 'bleeding', 'paris', 'la', 'france', 'brings', 'back', 'feeling', 'jan', 'arrived', 'gare', 'du', 'nord', 'heard', 'charlie', 'hebdo']",-1,[]
182,"['ok', 'going', 'melaka', 'tomorrow', 'morning', 'uc', 'two', 'others', 'visiting', 'fren', 'icu']",-1,[]
183,"['hbo', 'hun', 'show', 'really', 'good', 'get', 'read', 'melania', 'trump', 'facial', 'expression', 'like', 'three', 'episode', 'though']",-1,[]
184,"['want', 'go', 'see', 'weeknd', 'oracle', 'dec', 'th']",1,[]
185,"['following', 'trump', 'scott', 'walker', 'ted', 'cruz', 'said', 'support', 'revoking', 'th', 'amendment', 'right', 'child', 'immigrant']",1,[]
186,"['negro', 'richwood', 'sht', 'like', 'fw', 'hoe', 'bet', 'gone', 'hit', 'st', 'oo']",-1,[]
187,"['monsanto', 'may', 'blame', 'soaring', 'suicide', 'rate', 'among', 'farmer', 'india', 'india', 'suicide', 'r']",-1,[]
188,"['watching', 'tuf', 'tomorrow', 'conor', 'mcgregor', 'urijah', 'faber', 'coach']",1,[]
189,"['may', 'also', 'say', 'attack', 'fake', 'fan', 'sort', 'nirvana', 'green', 'day', 'mcr']",-1,[]
190,"['j', 'king', 'suffered', 'broken', 'right', 'hand', 'fight', 'krys', 'barch', 'oct', 'stlblues', 'v', 'dallas', 'star', 'missed', 'month']",-1,[]
191,"['erdogan', 'rate', 'call', 'counter', 'say', 'wa', 'first', 'since', 'april', 'nd', 'one', 'since', 'met', 'cenbank', 'gov', 'basci', 'march']",1,[]
192,"['apple', 'ut', 'innovate', 'manage', 'supply', 'chain', 'cupertino', 'uc', 'ca', 'october', 'apple', 'ceo', 'tim', 'cook', 'speaks', 'event', 'introducing', 'new']",-1,[]
193,"['steve', 'bannon', 'speaks', 'donald', 'trump', 'master', 'head', 'fake']",-1,[]
194,"['motorola', 'roll', 'moto', 'xpress', 'doorstep', 'aftersales', 'service', 'launching', 'much', 'awaited', 'moto', 'g', 'rd', 'ge']",1,[]
195,"['tomorrow', 'forget', 'hume', 'brophy', 'annual', 'conference', 'w', 'simmons', 'simmons', 'check', 'agenda']",1,['healthcare']
196,"['tragedy', 'muslim', 'always', 'help', 'muslim', 'lest', 'become', 'prey', 'jn', 'hand', 'enemiesmay', 'allah', 'swt', 'hv', 'mercy']",1,[]
197,"['federica', 'war', 'criminal']",1,[]
198,"['saw', 'glance', 'new', 'galaxy', 'note', 'look', 'interesting', 'may', 'next', 'phone']",1,[]
199,"['racist', 'bad', 'hombre', 'mexico']",-1,[]
200,"['remembering', 'year', 'death', 'george', 'harrison', 'one', 'best', 'guitarist', 'ever', 'february', 'november']",1,[]
201,"['work', 'minimum', 'wage', 'job', 'like', 'twice', 'week', 'go', 'school', 'mean', 'purpose', 'life']",-1,[]
202,"['pitch', 'darn', 'well', 'sent', 'holiday', 'begin', 'rick', 'stein', 'us', 'dinner', 'tomorrow', 'night', 'see', 'week']",1,[]
203,"['david', 'wright', 'first', 'coming', 'back', 'going', 'dl', 'april', 'upper', 'deck', 'home', 'run', 'welcome', 'back', 'captain']",1,[]
204,"['add', 'guilt', 'factor', 'harper', 'lee', 'really', 'want', 'watchman', 'published', 'st', 'draft', 'ha', 'hijacked', 'id', 'feel', 'bad', 'reading']",-1,[]
205,"['sun', 'going', 'lough', 'erne', 'beautiful']",1,[]
206,"['ull', 'london', 'uc', 'within', 'zayn', 'us', 'birthday', 'th', 'january', 'meet', 'hahaaha', 'dream', 'imagination', 'mine']",1,[]
207,"['rock', 'princess', 'lets', 'keep', 'secret', 'tell', 'loony', 'leftist', 'couldve', 'bought', 'lot']",-1,[]
208,"['seth', 'rollins', 'ha', 'always', 'future', 'guy', 'finally', 'beat', 'cena', 'solidified', 'legacy']",1,"['1st', 'title', 'for', 'title']"
209,"['pumpkin', 'spice', 'flavor', 'already', 'back', 'dunkin', 'know', 'feel', 'still', 'august']",1,[]
210,"['amazon', 'prime', 'fuck', 'much', 'like', 'get', 'really', 'something', 'like', 'rd', 'season', 'pay', 'fuck']",-1,[]
211,"['hrc', 'lead', 'popular', 'vote', 'vote', 'clinton', 'trump']",1,[]
212,"['september', 'madonnas', 'fifth', 'single', 'taken', 'erotica', 'album', 'rain', 'moved', 'billboard', 'hot']",1,['17']
213,"['hope', 'steelers', 'crush', 'tom', 'brady', 'thursday', 'damn', 'cheater']",-1,[]
214,"['mine', 'went', 'back', 'nikon', 'th', 'time', 'shutter', 'bounce', 'came', 'back', 'day', 'scratched', 'baseplate', 'fun']",1,[]
