,text,emotion
96,"['hillary', 'got', 'quite', 'vote', 'man', 'electoral', 'college', 'vote', 'follow', 'repubs', 'crushed', 'dems']",-1
97,"['cyborg', 'management', 'calling', 'april', 'bout', 'rousey', 'lol', 'last', 'long', 'fuck', 'cyborg', 'already']",-1
98,"['uc', 'jan', 'darryl', 'issa', 'called', 'investigating', 'wikileaks', 'priority', 'today', 'dumped', 'raw', 'intelligence', 'data', 'internet', 'irony', 'uc', 'anyone']",-1
99,"['november', 'ull', 'probably', 'see', 'house', 'blue']",0
100,"['best', 'hr', 'derby', 'josh', 'hamilton', 'monster', 'blast', 'deep', 'bronx', 'night', 'record', 'st', 'roundthen', 'like', 'career', 'faded', 'three', 'final']",1
101,"['important', 'must', 'must', 'withdraw', 'climate', 'convention', 'must', 'read']",0
102,"['fighter', 'going', 'great', 'day', 'murrayfield', 'please', 'say', 'happy', 'st', 'birthday', 'kane', 'would', 'top', 'day']",1
103,"['exterminate', 'annihilate', 'destroy', 'official', 'theme', 'song', 'shopping', 'release']",0
104,"['niki', 'dove', 'make', 'beautiful', 'performance', 'tomorrow', 'dj', 'ease', 'mind', 'roskilde', 'festival']",1
105,"['want', 'dunkin', 'tomorrow', 'morning', 'lol']",1
106,"['going', 'see', 'aesop', 'rock', 'rob', 'sonic', 'fri', 'aug', 'rd', 'irving', 'plaza', 'nyc', 'anyone', 'want', 'ride', 'show', 'uc', 'room']",1
107,"['march', 'fourth', 'marching', 'band', 'sound', 'checking', 'sound', 'awesome', 'ut', 'miss', 'show', 'tonight']",1
108,"['hate', 'breed', 'hate', 'fire', 'breed', 'fire']",-1
109,"['apr', 'igate', 'built', 'using', 'raspberry', 'pi', 'getting', 'started', 'software', 'defined', 'radio']",0
110,"['indian', 'force', 'fire', 'pellet', 'gun', 'shot', 'protester']",-1
111,"['lovely', 'day', 'edmonton', 'game', 'cancelled', 'today', 'looking', 'forward', 'tomorrow']",1
112,"['welp', 'going', 'need', 'ps', 'march']",0
113,"['scary', 'stuff', 'ppl', 'worse', 'yet', 'theres', 'intel', 'evdnce', 'dt', 'still', 'maintains', 'proputin', 'stance', 'exemplary', 'dmocrcy']",-1
114,"['saq', 'wa', 'amazing']",1
115,"['brilliant', 'burn', 'stop', 'mitchell', 'th', 'kevin', 'mitchells', 'bid', 'win', 'wbo', 'lightweight', 'title', 'ended', 'failure']",-1
116,"['uprising', 'muse', 'format', 'mp', 'download', 'release', 'date', 'july', 'download', 'visit', 'hot', 'new', 'release']",0
117,"['shawns', 'death', 'anniversary', 'st', 'marking', 'yr', 'without', 'well', 'heart', 'crystal', 'feel', 'heavy', 'know', 'still']",0
118,"['joe', 'biden', 'presient', 'really', 'may', 'nice', 'guy', 'man', 'buffoon']",-1
119,"['factory', 'owner', 'flaunting', 'minimum', 'wage', 'either', 'paying', 'cheque']",-1
120,"['fractured', 'got', 'thinking', 'could', 'part', 'bernies', 'surprised', 'rise', 'sense', 'hill', 'may', 'move', 'party', 'back', 'right', 'obama']",0
121,"['killing', 'heres', 'leaders', 'son', 'telling', 'truth']",-1
122,"['proud', 'nd', 'goal', 'mexico', 'even', 'tho', 'win', 'nothing', 'new', 'prop', 'messi', 'last', 'min', 'goal']",1
123,"['big', 'brother', 'playing', 'game', 'u', 'well', 'im', 'stuck', 'number', 'since', 'wed', 'though', 'get', 'hundred', 'fol', 'day', 'yes', 'really']",0
124,"['frank', 'gifford', 'helped', 'make', 'monday', 'night', 'football', 'today', 'dy', 'age', 'rip']",0
125,"['crazy', 'use', 'kendrick', 'im', 'listening', 'kendrick', 'lamar', 'j', 'coles', 'black', 'friday', 'type', 'tweet']",1
126,"['really', 'going', 'hurt', 'virginia', 'tech', 'selection', 'sunday']",-1
127,"['elizabeth', 'pena', 'dead', 'jan', 'hook', 'wtf', 'im', 'getting', 'old', 'stop', 'ahhh', 'ahhh', 'ahhh']",-1
128,"['david', 'beckham', 'scored', 'goal', 'parent', 'monday', 'striking', 'back', 'critic', 'tell', 'u', 'know']",1
129,"['thought', 'wa', 'saturday', 'know', 'big', 'brother', 'wa', 'tonight', 'awk']",-1
130,"['post', 's', 'left', 'identity', 'class', 'politics', 'part', 'struggle', 'liberal', 'rejected', 'class', 'analysis']",-1
131,"['finally', 'talk', 'badly', 'tom', 'brady', 'going', 'shred', 'defense', 'next', 'thursday']",0
132,"['go', 'watch', 'wwa', 'film', 'cause', 'th', 'wa', 'birthday', 'im', 'sad']",-1
133,"['awe', 'retiring', 'st', 'pro', 'tennis', 'match', 'ever', 'watched', 'live', 'wa', 'andy', 'v', 'feliciano', 'light', 'indian', 'well']",1
134,"['football', 'mercyhurst', 'bentley', 'st', 'touchdown', 'bannerman', 'run', 'big', 'play', 'montaltod', 'mahoney', 'yds']",0
135,"['heavy', 'cream', 'ox', 'sun', 'uc', 'jeffbro', 'circe', 'uc', 'patco', 'line', 'eumaeus', 'uc', 'appointed', 'hour', 'uc', 'uve', 'returned', 'ithaca']",0
136,"['cry', 'kid', 'getting', 'killed', 'gun', 'much', 'kid', 'killed', 'obamas', 'drone', 'st']",-1
137,"['despite', 'scoring', 'th', 'white', 'sox', 'overcome', 'early', 'deficit', 'run', 'hr', 'kyle', 'seager', 'rbi']",0
138,"['getting', 'ready', 'master', 'class', 'teaching', 'wppi', 'coming', 'tuesday', 'going']",0
139,"['mariah', 'carey', 'really', 'paid', 'attention', 'madonna', 'since', 'like', 'th', 'th', 'grade', 'used', 'popular', 'melhor', 'shade']",-1
140,"['conversation', 'race', 'specie', 'gave', 'much', 'think', 'may', 'make', 'post', 'google']",1
141,"['preaches', 'moral', 'high', 'ground', 'executes', 'drone', 'strike', 'globally']",-1
142,"['happy', 'thursday', 'finishing', 'rehearsal', 'act', 'people', 'us', 'choice', 'award']",1
143,"['correction', 'carson', 'say', 'christian', 'deserve', 'st', 'amendment', 'protection', 'religion', 'say', 'wa', 'clear', 'mud']",0
144,"['zack', 'type', 'long', 'wishing', 'wa', 'friday', 'listen', 'iron', 'maidens', 'new', 'album']",0
145,"['rolling', 'stone', 'clown', 'car', 'get', 'crowded', 'meet', 'jim', 'gilmore', 'th']",0
146,"['thanks', 'due', 'process', 'piece', 'trash', 'ha', 'choice', 'hope', 'soon', 'hell', 'get', 'deserves', 'death', 'penalty']",-1
147,"['disney', 'tomorrow', 'hope', 'cold', 'let']",1
148,"['indian', 'american', 'make', 'history', 'becoming', 'un', 'ambassador', 'u', 'selected', 'donald']",1
149,"['bit', 'crappy', 'looking', 'better', 'weekend', 'sjp', 'say', 'cold', 'sunny', 'saturday', 'us', 'trekking']",1
150,"['caitlyn', 'jenners', 'car', 'accident', 'killed', 'someone', 'wa', 'back', 'february', 'believe', 'wa', 'still', 'big', 'brucey', 'point']",-1
151,"['yep', 'plus', 'funny', 'say', 'tim', 'duncan', 'cmon', 'kawhi', 'thats', 'akin', 'go', 'one', 'best', 'player', 'time']",1
152,"['ivanka', 'move', 'whitehouse', 'fill', 'melania', 'vacancy', 'roll', 'sleeve', 'drop', 'knee']",1
153,"['people', 'spoken', 'state', 'check', 'dems', 'flipped', 'voted', 'trump', 'like', 'prof', 'latina', 'central', 'pa']",1
154,"['yet', 'screamed', 'clinton', 'foundation', 'wound', 'suddenly', 'fine', 'huge', 'intl']",-1
155,"['rhonda', 'rousey', 'ha', 'officially', 'armbar', 'th', 'time']",1
156,"['alli', 'simpson', 'born', 'th', 'april', 'australian', 'actress', 'love', 'make', 'people', 'laugh']",1
157,"['im', 'sure', 'daughter', 'like', 'beyonce', 'would', 'want', 'tell', 'alll', 'concert']",1
158,"['hope', 'plane', 'home', 'tomorrow', 'ha', 'cougar', 'town', 'friend', 'tv', 'us', 'spent', 'time', 'flying', 'xd']",0
159,"['vigilante', 'hell', 'buried', 'deep', 'ground', 'like', 'beloved', 'wcw', 'september', 'th', 'day', 'seth', 'rollins', 'end', 'sting']",0
160,"['dangit', 'wish', 'hamburger', 'frenchfriesright']",1
161,"['ive', 'got', 'mon', 'work', 'im', 'going', 'see', 'antman', 'movie', 'theater', 'want', 'see', 'd']",1
162,"['tv', 'fundraiser', 'sandy', 'friday', 'night', 'katrina', 'telethon', 'kanye', 'said', 'bush', 'wa', 'killing', 'black', 'people', 'doubt', 'ull', 'hear', 'opposite', 'obama']",-1
163,"['medium', 'ha', 'learned', 'nothing', 'email', 'coverage', 'wa', 'x', 'nine', 'day', 'maybe', 'possibly', 'know']",-1
164,"['rd', 'time', 'charm', 'seeing', 'magic', 'mike', 'xxl', 'third', 'time']",1
165,"['cheap', 'colt', 'jersey', 'yahoo', 'sport', 'news', 'beijing', 'standard', 'time', 'april', 'th', 'two', 'fortyfive', 'morning', 'local']",0
166,"['know', 'mets', 'used', 'second', 'pick', 'draft', 'babyfaced', 'high', 'school', 'rd', 'baseman', 'virginia', 'named', 'david', 'wright']",0
167,"['wait', 'persona']",1
168,"['rest', 'childrens', 'table', 'made', 'wood', 'except', 'rick', 'perry', 'seems', 'matured', 'like', 'college', 'student', 'btw', 'st', 'nd', 'semester']",-1
169,"['please', 'remember', 'deadline', 'st', 'quarter', 'box', 'top', 'education', 'trash', 'cash', 'fundraiser']",0
170,"['wonder', 'cop', 'wary', 'ready', 'shoot', 'first', 'easy', 'job', 'protect']",0
171,"['twat', 'white', 'supremacist']",-1
172,"['horn', 'sound', 'signaling', 'end', 'nd', 'period', 'hold', 'lead', 'well', 'shot', 'advantage']",0
173,"['jonathan', 'clary', 'us', 'blocked', 'punt', 'set', 'mike', 'longo', 'us', 'yard', 'td', 'run', 'laguna', 'hill', 'cut', 'dana', 'hill', 'lead', 'left', 'rd']",-1
174,"['front', 'line', 'kamran', 'shahid', 'may']",0
175,"['obama', 'putting', 'u', 'par', 'every', 'rd', 'world', 'country']",-1
176,"['new', 'photo', 'billie', 'sister']",1
177,"['guess', 'whos', 'going', 'sit', 'tub', 'listen', 'fleetwood', 'mac', 'pretend', 'tomorrow', 'monday']",1
178,"['gonna', 'write', 'paper', 'tonight', 'uc', 'turn', 'uc', 'look', 'back', 'get', 'go', 'home', 'tomorrow', 'idc']",0
179,"['anticipated', 'album', 'past', 'three', 'year', 'def', 'guchis', 'usathis', 'thing', 'goin', 'persona', 'status', 'lol', 'need', 'album']",-1
180,"['respect', 'commitment', 'diversified', 'coverage', 'cnns', 'lack', 'reporting', 'dakota', 'access', 'pipeline', 'shameful']",-1
181,"['th', 'strikeout', 'afternoon', 'david', 'prices', 'th', 'career', 'win']",1
182,"['rid', 'mayor', 'voting']",-1
183,"['unexpected', 'th', 'generation', 'ipad', 'announced', 'apple', 'special', 'event', 'remember', 'rd', 'gener']",0
184,"['liberal', 'make', 'snl', 'argument', 'made', 'clinton', 'unelectable', 'leftist', 'might', 'say', 'neoliberal', 'individualism', 'gone', 'mad']",-1
185,"['brothers', 'going', 'old', 'niall', 'tomorrow', 'day', 'nialls', 'going', 'older', 'nonsense', 'wanted', 'mention']",0
186,"['replacing', 'frank', 'ocean', 'saturday', 'night', 'headliner', 'spot']",0
187,"['marine', 'le', 'pen', 'welcomed', 'italian', 'referendum', 'result', 'congratulated', 'salvini', 'leader', 'rightwing', 'northern', 'league']",-1
188,"['yeah', 'grayson', 'allen', 'exist', 'last', 'year', 'anything', 'k', 'dude']",-1
189,"['holy', 'mother', 'good', 'kanye', 'wests', 'speech', 'video', 'music', 'award', 'sunday', 'wa', 'sort', 'burning']",1
190,"['th', 'power', 'philippine', 'hi', 'rita', 'os', 'aloha', 'uhmmm', 'big', 'brother', 'point', 'po', 'kay', 'rita', 'os', 'kasi', 'hindi', 'educated']",1
191,"['bet', 'dustin', 'johnson', 'top', 'five', 'week', 'sunday', 'come', 'th', 'id', 'take']",0
192,"['europe', 'country', 'come', 'st', 'b', 'club', 'incase', 'missed', 'welbeck', 'goals', 'competition']",0
193,"['wonder', 'coming', 'st', 'nov', 'cause', 'got', 'soul', 'train', 'th']",0
194,"['um', 'sitting', 'home', 'saturday', 'night', 'watching', 'silent', 'house', 'parent', 'xp']",-1
195,"['try', 'beat', 'mp', 'may', 'android', 'io', 'fairly', 'decent']",1
196,"['tuesday', 'us', 'rainfall', 'bdr', 'wa', 'record', 'date']",0
197,"['im', 'south', 'greatest', 'desire', 'see', 'end', 'boko', 'haram', 'may', 'god', 'help', 'president']",1
198,"['remember', 'woman', 'wa', 'giving', 'birth', 'prank', 'niall', 'fucking', 'sat']",-1
199,"['obamacare', 'biggest', 'insurance', 'scam', 'history', 'cost', 'rise']",-1
200,"['nine', 'goa', 'congress', 'legislator', 'want', 'join', 'u', 'bjp', 'panaji', 'uc', 'oct', 'goa', 'us', 'ruling', 'bharatiya', 'janata', 'party', 'bjp']",1
201,"['day', 'left', 'time', 'ticking', 'tonga', 'start', 'getting', 'worried', 'kidding', 'may', 'best', 'team', 'win', 'tomorrowgo', 'black']",1
202,"['back', 'nike', 'sun', 'google', 'funny']",1
203,"['sat', 'watching', 'fucking', 'celtic', 'game', 'uc', 'sound', 'like', 'um', 'missing', 'corker', 'white', 'hart', 'lane']",-1
204,"['cant', 'wait', 'try', 'google', 'earth', 'vr', 'stuff', 'really', 'future', 'exploration']",1
205,"['hey', 'shawn', 'nice', 'seeing', 'week', 'bud', 'great', 'tomorrow']",1
206,"['guess', 'one', 'action', 'star', 'much', 'cant', 'wait', 'chuck', 'norriss', 'remake', 'junior']",1
207,"['well', 'wa', 'fucking', 'beautiful']",-1
208,"['wedensday', 'thurs', 'today', 'opened', 'show', 'omen', 'sam', 'smith', 'see', 'u']",0
209,"['mt', 'get', 'use', 'extra', 'daylight', 'saving', 'time', 'hour', 'whenever', 'want', 'wanna', 'use', 'mine', 'friday', 'pm']",0
210,"['get', 'exactly', 'want', 'incredible', 'art', 'gallery', 'th', 'curtis']",1
211,"['im', 'meeting', 'monday', 'hope', 'remember', 'camilla', 'parker', 'bowles', 'lol', 'im', 'gettin', 'taxi', 'love', 'much', 'xxxx']",1
212,"['yup', 'know', 'tweet', 'huge', 'account']",-1
213,"['sooo', 'trump', 'fault', 'riot', 'antitrumpsters', 'get', 'listen', 'r', 'h', 'gonna', 'say', 'stop']",-1
214,"['samsung', 'galaxy', 'note', 'got', 'last', 'firmware', 'update', 'april', 'version', 'today', 'nearly', 'month']",1
215,"['ha', 'year', 'left', 'deal', 'afc', 'us', 'resistance', 'may', 'strong', 'predict', 'espanyol', 'finish']",-1
216,"['take', 'duck', 'game', 'tomorrow', 'im', 'broke']",0
217,"['lance', 'dehm', 'racing', 'qualified', 'th', 'car', 'ump', 'fall', 'national', 'hosted', 'eldora', 'speedway', 'click', 'photo']",1
218,"['us', 'monday', 'night', 'football', 'wrangler', 'nation', 'game', 'time', 'pm', 'v', 'wichita', 'wild', 'get', 'ticket', 'cheer']",1
219,"['nurse', 'specialy', 'happy', 'nurse', 'day', 'even', 'may', 'tough', 'tiring', 'work', 'never', 'doubt', 'job']",1
220,"['deep', 'learning', 'convolutional', 'neural', 'network', 'python']",0
221,"['people', 'may', 'talk', 'ill', 'sam', 'smith', 'orientation', 'must', 'state', 'song', 'still', 'remain', 'anthem', 'morning']",1
222,"['good', 'luck', 'team', 'climbing', 'mount', 'snowdon', 'tomorrow', 'bristol', 'based', 'charity', 'pauls', 'place', 'send', 'picture', 'top']",1
223,"['gisselle', 'plan', 'go', 'see', 'paper', 'town', 'tomorrow', 'reply', 'message']",0
224,"['first', 'thurs', 'night', 'football', 'lax', 'patriot', 'playing', 'jet', 'pat', 'winning', 'perfect']",1
225,"['black', 'blue', 'friday', 'taking', 'beating', 'best', 'gift', 'ever', 'sale', 'twisted', 'valentine', 'feb']",1
226,"['believe', 'version', 'informix', 'supported', 'anyone', 'anymore', 'even', 'know', 'whether', 'ibm', 'sun', 'thing']",-1
227,"['ben', 'carson', 'awesome', 'hud', 'word', 'play', 'lot', 'simcity']",1
228,"['daily', 'thought', 'perseverance', 'failing', 'time', 'succeeding', 'th', 'julie', 'andrew']",1
229,"['reminder', 'wonderful', 'madness', 'super', 'time', 'force', 'hit', 'ps', 'vita', 'tomorrow', 'rejoice']",1
230,"['trying', 'make', 'friday', 'night', 'plan', 'im', 'getting', 'text', 'everyone', 'like', 'yo', 'beyonces', 'bday', 'lets', 'turn']",1
231,"['guy', 'much', 'like', 'bruno', 'mar', 'uc', 'us', 'crazy', 'may', 'long', 'lost', 'twin']",0
232,"['tried', 'watch', 'jurassic', 'world', 'watched', 'like', 'th', 'internet', 'died', 'u']",-1
