,text,emotion
29,"['the', 'vamp', 'music', 'video', 'tomorrow', '.', 'which', ""i'm"", ""i'm"", '(', 'omg', ')', 'gonna', 'be', 'interesting', 'to', 'see', 'how', 'it', 'turned', 'out', '@user']",1
30,"['a', 'row', 'escalated', 'between', 'manchester', 'united', 'and', 'real', 'madrid', 'on', 'tuesday', 'over', 'the', 'collapsed', 'transfer', 'of', 'david', 'de', 'gea', '.']",1
31,"['beltre', 'lead', 'off', 'the', '3rd', 'with', 'a', 'single', '.', 'one', 'on', ',', 'no', 'out', 'for', 'josh', 'hamilton', '.']",1
32,"['emily', ',', 'paris', ',', 'kirk', 'and', 'michel', '#gilmoregirlstop4', 'though', 'it', 'probably', 'change', 'every', 'other', 'episode']",1
33,"['i', 'give', 'movie', 'with', '2', 'star', 'a', '5', 'on', 'netflix', 'because', 'if', 'i', 'sat', 'through', 'this', 'piece', 'of', 'shit', ',', 'i', 'want', 'you', 'to', 'a', 'well', '.']",-1
34,"['festival', 'girl', ':', 'i', 'definitely', 'want', 'to', 'see', 'at', 'least', 'the', 'end', 'of', 'paul', 'mccartney', 'tonight', '!', 'her', 'friend', ':', 'omg', 'yes', '.', 'paul', 'played', 'on', 'friday', '...']",1
35,"['if', 'you', 'put', 'the', 'samsung', 's-pen', 'stylus', 'in', 'the', 'galaxy', 'note', '5', 'the', 'wrong', 'way', 'you', 'may', 'break', 'the', 'pen', 'and', 'possibly', '...', '#ff']",-1
36,"['i', 'guess', 'ima', 'have', 'to', 'have', 'my', 'mom', 'keep', 'buying', 'me', 'big', 'as', 'bear', 'for', 'valentine', 'and', 'christmas', 'now', 'since', ""trey's"", 'not', 'here', '..', '😓']",-1
37,"['the', 'mets', 'get', 'david', 'wright', 'back', 'tonight', '.', 'but', 'a', 'nats', 'fan', 'know', ',', ""that's"", 'not', 'automatically', 'a', 'good', 'thing', 'for', 'the', 'mets', '.']",-1
38,"['i', 'wa', 'saddened', 'to', 'hear', 'of', 'the', 'death', 'of', 'frank', 'gifford', '.', 'i', 'only', 'saw', 'him', 'on', 'monday', 'night', 'football', 'but', 'he', 'wa', 'great', '.', 'he', 'will', 'be', 'missed', '.']",1
39,"['come', 'see', 'the', 'david', 'bowie', 'tribute', 'show', 'i', '\\', 'u2019m', 'in', '@', 'king', 'king', '\\', 'u002c', 'h', '\\', 'u2019wood', '\\', 'u002c', 'nov', '4', '&', '5', '(', 'my', 'b', '\\', 'u2019day', ')', '.', '6', 'singer', '/', 'dancer', '\\', 'u002c', '6', 'pc', 'band', '-', 'killin', '!']",1
40,"['so', 'do', 'i', 'go', 'to', 'watch', 'rise', '&', 'super', '8', 'today', 'and', 'then', 'cowboy', 'tomorrow', '?', 'or', 'do', 'i', 'leave', 'it', 'and', 'do', 'all', '3', 'tomorrow', '?', 'but', 'be', 'bored', 'today', '...']",1
41,"['#dodgers', 'roll', 'after', 'sharknado', '.', ""that's"", 'just', 'fact', '.']",1
42,"['never', 'start', 'working', 'on', 'your', 'dream', 'and', 'goal', 'tomorrow', '...', 'tomorrow', 'never', 'come', '...', 'if', 'it', 'mean', 'anything', 'to', 'u', '\\', 'u002c', 'act', 'now', '!', '#getafterit']",1
43,"['echo', ':', 'sex', 'offender', 'is', 'warned', 'he', 'may', 'face', 'jail', 'over', 'offence', '#dorset']",-1
44,"['@user', 'to', 'be', 'totally', 'fair', '(', 'not', 'that', 'he', ""isn't"", 'a', 'shit', ')', 'this', 'wa', 'in', 'january', ',', 'in', 'response', 'to', 'the', 'charlie', 'hebdo', 'attack']",-1
45,"['comeee', 'onnn', 'kim', 'jong', 'un', '😭', '😭', '😭']",-1
46,"['diego', 'costa', 'a', 'doubt', 'for', 'tomorrow', '.', 'then', 'again', ""he's"", 'been', 'a', 'doubt', 'for', 'half', ""chelsea's"", 'game', 'this', 'season', '.', '#cfc']",-1
47,"['please', ""don't"", 'get', 'u', 'wrong', ',', 'kpop', 'group', ""won't"", 'come', 'to', 'barcelona', 'on', 'september', '26', '.', ""it's"", 'just', 'a', 'kpop', 'meeting', 'organized', 'by', 'fanbases', ':)']",1
48,"['hey', 'everyone', ',', 'in', 'case', 'you', 'forgot', ',', 'isi', 'is', 'killing', 'and', 'raping', 'christian', ',', 'homosexual', ',', 'and', 'many', 'more', 'group', 'today', '.', 'enjoy', 'your', 'saturday', '!']",-1
49,"[""can't"", 'sleep', '.', 'got', 'a', 'lot', 'on', 'my', 'mind', '.', 'if', 'i', ""can't"", 'get', 'to', 'the', 'wgc', 'tourney', 'in', 'russia', ',', 'i', 'really', 'need', 'to', 'fight', 'in', 'dec', '/', 'jan', '...', 'gotta', 'stay', 'busy', '!']",-1
50,"['lana', 'del', 'rey', 'is', 'playing', 'in', 'may', 'ahhh', 'have', 'to', 'go', '\\', 'u002c', 'bless', 'you', '@user', 'for', 'revealing', 'this', 'information', 'x']",1
51,"['i', 'may', 'have', 'just', 'bought', 'the', 'kimoji', 'app', 'for', '$', '1.99', 'just', 'so', 'i', 'could', 'text', 'kim', ""kardashian's"", 'ugly', 'cry', 'face', '.']",-1
52,"['not', 'sure', 'what', 'im', 'going', 'to', 'be', 'for', 'halloween', 'yet', '.', 'sun', 'shine', 'is', 'just', 'too', 'obvious', '\\', 'u002c', 'larry', 'bird', 'is', 'the', 'front', 'runner', 'a', 'of', 'right', 'now', '.']",-1
53,"['may', 'she', 'rest', 'in', 'peace', ',', 'stay', 'strong', 'kakek', 'lee', 'soo', 'man']",1
54,"['2x', 'foo', 'fighter', 'ticket', 'for', 'this', 'sat', '@user', 'mk', '-', 'selling', 'for', 'face', 'value', ',', 'shout', 'up', 'if', ""you're"", 'interested', 'or', 'know', 'someone', 'who', 'will', 'be', '!']",1
55,"['may', 'allah', 'save', 'and', 'protect', 'the', 'muslim', 'in', 'car']",1
56,"['google', 'earth', 'vr', '|', '3d', 'rudder', '#autocad', '#blog']",1
57,"['stats', 'are', 'stats', '\\', 'u002c', '&', 'record', 'can', 'be', 'broke', '..', 'but', 'crunch', 'time', '4th', 'quarter', '\\', 'u002c', 'jordan', 'had', 'niggaz', 'scared', 'to', 'd', 'up', '...', 'bron', '\\', 'u002ckd', '&', 'kobe', 'can', '\\', 'u2019t', 'say', 'the', 'same']",-1
58,"['@user', 'kane', 'and', 'bentaleb', 'were', 'always', 'gonna', 'breakthrough', ',', 'too', 'talented', 'not', 'to', ',', 'bentaleb', 'should', 'be', '4th', 'choice', 'with', 'class', 'in', 'front', 'of', 'him']",1
59,"['trump', 'leadership', 'pick', 'just', 'get', 'worse', 'and', 'worse', 'with', 'trump', '’', 's', 'selection', 'of', 'breitbart', 'news', 'darling', 'steve', 'bannon', 'a', '…']",-1
60,"['@user', '@user', 'you', 'mean', 'like', 'george', 'soros', '?', 'oh', 'wait', '.', ""he's"", 'actually', 'the', 'one', 'funding', 'the', 'anti', 'trump', 'riot', '.']",-1
61,"['@user', 'it', 'start', 'tomorrow', '?', 'eid', 'wa', 'on', 'the', '17th', 'july', 'so', 'from', 'then', 'today', 'is', 'the', '12', 'of', 'shawaal', ',', 'allahu', 'a3lam']",1
62,"['after', 'charlie', 'hebdo', 'murder', ',', 'some', 'people', 'blamed', 'the', 'journalist', '.', 'hope', ""they're"", 'ashamed', ':', 'france', 'now', '2nd', 'most', 'dangerous', 'country', 'for', 'reporter', '.']",-1
63,"['@user', '""', 'we', 'are', 'the', '1st', 'generation', '2', 'feel', 'the', 'impact', 'of', 'climate', 'change', '&', 'the', 'last', 'that', 'can', 'do', 'something', 'about', 'it', '""', 'obama']",1
64,"['@user', 'putin', ':', 'u', '/', 'nato', 'is', 'irreversibly', 'pushing', 'the', 'world', 'towards', 'nuclear', 'war']",-1
65,"['1st', ""they're"", 'sour', 'over', 'ayesha', ""curry's"", 'clothing', 'preference', '.', 'now', 'kendrick', 'is', 'nominated', 'for', '11', 'grammys', '.', 'ratchet', 'twitter', 'is', 'fleeing', 'for', 'the', 'hill']",-1
66,"['dear', '@user', '@user', ""i'm"", 'so', 'disappointed', 'with', 'the', 'headphone', 'you', 'give', 'with', 'ur', 'phone', ',', 'sadly', 'it', 'still', 'the', 'same', 'with', 'moto', 'g', '3rd', 'gen']",-1
67,"['kanye', 'west', 'to', 'run', 'for', 'president', '?', 'making', 'kim', 'the', 'first', '1st', 'lady', 'with', 'a', 'sex', 'tape', '.']",-1
68,"['i', 'knew', 'amazon', 'prime', 'day', 'wa', 'destined', 'to', 'fail', 'when', 'i', 'saw', 'it', 'wa', 'held', 'on', 'the', '15th', '.', '15', 'is', 'composite', 'not', 'prime', '...', '#primedayfail']",-1
69,"['i', 'think', 'people', 'are', 'forgetting', 'that', 'hrc', 'is', 'still', 'under', 'investigation', 'for', 'clinton', 'foundation', '.', 'this', 'is', 'a', 'seperate', 'issu', '…']",-1
70,"['november', '3rd', '-', 'norfolk', '\\', 'u002c', 'va-norva', 'theatre', '(', 'na', 'only', ')', 'november', '4th', '-', 'washington', '\\', 'u002cdc', '-', 'dar', 'constitution', 'hall', '...', 'for', 'you', 'concert', 'seeker', 'out', 'there', '!']",1
71,"['balotelli', 'will', 'be', 'back', 'to', 'playing', 'for', 'milan', 'in', 'the', 'first', 'game', 'back', 'after', 'this', 'break', '!', 'jan', '6th', 'v', 'bologna', '!', '[', 'corsport', ']']",1
72,"['psyched', 'about', 'the', 'grand', 'strand', 'cypher', '.', 'september', '13', '.', 'your', 'boy', 'gonna', 'be', 'on', 'worldstarhiphop', '!']",1
73,"['why', 'do', 'you', 'advocate', 'for', 'veganism', '/', 'vegetarianism', '?', 'well', '...', 'for', 'one', ',', 'if', 'the', 'whole', 'world', 'went', 'vegan', 'we', 'could', 'end', 'world', 'hunger', '...']",1
74,"['microsoft', 'join', 'the', 'linux', 'foundation', 'a', 'a', 'platinum', 'member', '|', 'venturebeat', '|', 'dev', '|', 'by', 'emil', 'protalinski']",1
75,"['erdogan', 'comment', 'on', 'recent', 'escalation', 'of', 'violence', ':', 'our', 'public', 'will', '(', 'punish', ')', 'some', 'people', 'for', 'it', 'on', '(', 'elex', 'day', ')', 'nov', '.', '1']",-1
76,"['#soccer', 'real', 'madrid', ""didn't"", 'make', 'a', 'patented', 'galactico', 'signing', ',', 'but', 'the', 'may', 'have', 'nearly', 'lost', 'their', 'no', '.', '1', 'galacti', '...']",-1
77,"['good', 'morning', 'becky', '!', 'thursday', 'is', 'going', 'to', 'be', 'fantastic', '!', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user']",1
78,"['doug', 'wead', 'interviewed', 'live', 'tonight', '\\', 'u002c', 'wed', '\\', 'u002c', '10pm', 'edt', 'we', 'have', 'link', 'and', 'other', 'video', 'please', 'retweet', '#ronpaul', '#ronpaul2012']",1
79,"['channing', 'tatum', 'will', 'be', 'in', 'white', 'oak', 'tomorrow', '...', 'for', 'all', 'you', 'stalker', 'out', 'there']",1
80,"['#cubs', 'miguel', 'montero', 'hit', 'his', '13th', 'home', 'run', 'of', 'the', 'season', 'and', 'brings', 'home', 'anthony', 'rizzo', 'and', '(', 'r', ')', 'kris', 'bryant', '.', '#mlb']",1
81,"['i', 'don', '\\', 'u2019t', 'get', 'how', 'people', 'are', 'saying', 'she', '\\', 'u2019s', 'lying', 'about', 'the', 'direction', 'of', 'her', '4th', 'album', '\\', 'u002c', 'because', 'she', '\\', '""', '""', 'lied', '\\', '""', '""', 'about', 'the', 'direction', 'of', 'unbroken', '?']",-1
82,"['tech', ':', 'android', '>', 'star', 'war', ':', 'uprising', 'launch', 'september', '10', 'on', 'io', 'and', 'android', '-', 'gb', ':', 'star', 'war', 'canon', 'is', 'about', 't', '..', 'http://t.co/oiTvPxGfby', '#mobile']",1
83,"['if', 'you', 'look', 'up', 'the', 'definition', 'of', 'narcissism', 'in', 'the', 'dictionary', ""there's"", 'a', 'picture', 'of', 'kim', 'kardashian']",-1
84,"['a', 'really', 'unimpressive', '1st', 'half', 'of', 'football', 'at', 'wembley', '(', 'then', 'again', 'what', 'do', 'you', 'expect', '.', ')', 'can', 'see', 'kane', 'coming', 'on', 'early', 'on', '.', '#engvswi', '#england']",-1
85,"['tom', ""brady's"", 'suspension', 'got', 'tossed', '&', 'all', 'the', 'fan', 'from', 'our', '1st', '4', 'game', 'tucked', 'the', 'shit-talking', 'in', 'for', 'a', 'nice', 'nap']",-1
86,"['typical', 'that', 'when', 'the', 'great', 'yorkshire', 'show', 'get', 'cancelled', 'the', 'sun', 'come', 'out', '.', 'oh', 'well', '.', ""that's"", 'england', 'for', 'you', '.']",-1
87,"['i', 'thought', 'this', 'wa', 'the', 'announcement', 'of', 'a', 'janet', 'jackson', 'remix', 'at', 'first', 'and', ""i'm"", 'kind', 'of', 'disappointed', '.']",-1
88,"['@user', 'those', 'are', 'some', 'big', 'word', ',', ""i'm"", 'hyped', '.', ""i'm"", 'getting', 'it', 'tomorrow', ',', 'amazon', 'prime', 'is', 'a', 'beautiful', 'thing', '.']",1
89,"['i', 'hate', 'the', 'white', 'sox', 'with', 'the', 'white-hot', 'heat', 'of', '1000', 'sun', '.', 'do', 'better', 'tomorrow', ',', 'royal', '.']",-1
90,"['ear', 'in', 'heaven', 'listening', 'to', 'lenny', 'kravitz', '#strut', 'loving', 'it', ',', 'enjoyed', 'his', 'work', 'since', 'i', '1st', 'heard', 'mr', 'cab', 'driver']",1
91,"['we', 'tried', 'to', 'watch', 'jurassic', 'world', 'and', 'watched', 'like', 'an', '8th', 'and', 'the', 'internet', 'died', 'on', 'u', ':(']",-1
92,"['actually', 'today', 'wa', ""yakub's"", 'birthday', '.', 'i', 'wish', 'him', 'many', 'many', 'return', 'of', 'this', 'day', '.', 'may', 'he', 'hang', 'in', 'hell', 'too', '.', '!', '!']",-1
93,"['paul', 'crowder', 'will', 'be', 'entertaining', 'everyone', 'at', 'the', 'lithglo', '15', 'twilight', 'market', 'this', 'saturday', 'at', 'queen', 'elizabeth', '...']",1
94,"['@user', '@user', 'nooo', '!', '!', '!', 'maybe', 'you', 'can', 'just', 'look', 'over', 'it', 'right', 'before', 'the', 'test', 'tomorrow', 'and', 'do', 'that', 'first']",-1
95,"[""i'd"", 'say', 'i', 'want', 'to', 'be', 'like', 'kurt', 'cobain', 'but', 'i', ""can't"", 'bear', 'the', 'thought', 'of', 'living', 'till', ""i'm"", '27', '.', 'blow', 'my', 'head', 'off', 'with', 'a', 'shotgun', 'tomorrow', '.']",-1
96,"['me', '""', 'caitlyn', 'jenner', 'may', 'get', 'charged', 'for', 'manslaughter', '.', '""', '@user', '""', 'at', 'least', ""it's"", 'not', 'woman', 'slaughter', '""']",-1
97,"['electronic', 'voting', '-', 'wikipedia', 'good', 'to', 'the', 'last', 'word', '.', '#auditthevote', '#audittheresult', '#audittheelections', '#stillwithher']",1
98,"['@user', 'i', 'am', 'advising', 'you', 'a', 'a', 'brother', 'in', 'islam', 'please', 'take', 'this', 'on', 'board', '.', 'may', 'allah', 'bless', 'you', 'akhi', '.']",1
99,"['last', 'night', 'i', 'unfollowed', 'anyone', 'hating', 'on', 'kanye', 'or', 'nicki', 'you', 'may', 'remove', 'yourself', 'from', 'my', 'life', 'goodbye']",-1
100,"['nintendo', 'snes', 'bundle', 'with', '6', 'game', '+', 'super', 'gameboy', ':', '$', '89.99', 'end', 'date', ':', 'friday', 'oct', '-2-2015', '22:27', ':', '11', 'pd', '...', '#retrogaming']",1
101,"['murray', 'hold', 'to', '30', 'and', 'now', 'anderson', 'lead', '5-3', 'in', 'the', '2nd', 'set', '.', 'anderson', 'will', 'serve', 'for', 'the', 'set', 'for', 'a', '2nd', 'time', '#usopen']",1
102,"['@user', 'retard', 'you', ""don't"", 'take', 'hspa', 'until', 'march', 'cause', ""you're"", 'a', 'jr']",-1
103,"['e-books', 'in', 'u', ':', 'price', 'rise', 'due', 'to', 'deal', 'big', '5', 'publisher', 'with', 'amazon', ',', 'sale', 'down', '9.3', '%', '(', 'jan-jun', '15', ')', '/', 'v', '@user']",-1
104,"['@user', 'that', 'doesnt', 'even', 'make', 'sense', '.', 'trump', 'hasnt', 'done', 'anything', 'except', 'run', 'his', 'mouth', '.', 'obama', 'actually', 'drone', 'strike', 'civilian']",-1
105,"['@user', '@user', 'i', 'saw', 'that', 'the', 'other', 'day.maybe', 'with', 'more', 'time', 'on', 'monday', 'we', 'can', 'get', 'more', 'into', 'it', '..', 'that', 'damn', 'erdogan', '!', 'hope', 'it', 'blow', 'up', 'in']",-1
106,"['@user', '@user', 'if', 'you', 'have', 'only', 'one', 'life', 'it', 'would', 'alredy', 'over', ',', 'you', '2', 'face', 'shit']",-1
107,"['@user', 'if', 'the', 'communist', '@user', 'like', 'donald', 'trump', ',', 'i', 'may', 'have', 'to', 'rethink', 'thing', '.']",-1
108,"['@user', ""don't"", 'forget', 'gop', ':', 'crosscheck', ',', 'voter', 'suppression']",-1
109,"['pier', 'newbery', ':', '@user', 'murray', 'break', 'back', 'in', 'the', '3rd', ',', 'huge', 'roar', ',', 'crowd', 'loving', 'it', '.', 'not', 'sure', 'lamp', 'expe', '...']",1
110,"[""can't"", 'eat', ""can't"", 'shleep', 'mane', 'i', 'miss', 'these', 'streetsmuhammad', 'ali', ',', 'and', 'the', 'shkreets', 'miss', 'me']",1
111,"['you', 'can', 'put', 'it', 'in', 'the', 'board', '!', '!', 'hell', 'yes', '!', 'white', 'sox', 'lead', '1-0', 'on', ""abreu's"", '24th', 'of', 'the', 'season', '!', '!']",1
112,"['just', 'went', 'to', 'see', 'paper', 'town', 'with', 'my', 'friend', '.', 'amazing', '!', '!', '!', 'then', 'we', 'were', 'driving', 'home', 'and', 'we', 'stuck', 'our', 'head', 'out', 'the', 'sun', 'roof', '.', 'such', 'a', 'rush', '...']",1
113,"['yall', 'act', 'like', 'nicki', 'really', 'finna', 'mess', 'up', ""taylor's"", 'moment', '...', 'for', 'the', '2nd', 'time', 'again', '.', '#vmas']",1
114,"['the', 'pain', 'is', 'far', 'deeper', 'than', 'a', 'billy', 'cundiff', 'missed', 'field', 'goal', '.', 'gotta', 'wake', 'up', 'and', 'forget', 'about', 'it', 'tomorrow', '.', '#orioles', '#stayhungry']",1
115,"['@user', 'bro', ',', 'she', 'may', 'just', 'be', 'more', 'marketable', '.', 'remember', 'that', 'david', 'beckham', 'wa', 'the', 'highest', 'earner', 'in', 'football', 'for', 'a', 'very', 'long', 'time', '.']",1
116,"['october', '17th', '-', 'november', '3rd', '\\', 'u002c', 'don', '\\', 'u2019t', 'miss', 'the', 'company', 'of', 'fool', 'performance', 'of', 'the', 'woman', 'in', 'black', '!', '!']",1
117,"['waking', 'up', 'to', 'the', 'truth', 'about', 'the', '#sunnis', 'awakening', 'via', '@user', '#mosul', '#mosulops', '…']",1
118,"['#tesla', 'motor', '(', 'tsla', ')', 'model', 's', 'price', 'rise', 'while', '#elonmusk', 'say', 'trump', 'presidency', 'won', '’', 't', 'affect', 'company', '’', 's', 'finance']",-1
119,"['im', 'going', 'to', 'the', 'fair', 'tomorrow', '.', 'fuck', 'that', ',', 'hahaha']",-1
120,"['mehgan', 'james', 'from', 'bad', 'girl', 'club', 'will', 'be', 'in', 'the', 'building', 'friday', '@user', 'to', 'get', 'an', 'express', 'pas', 'go']",1
121,"['kinda', 'suck', 'that', 'the', 'ac', '/', 'dc', 'concert', 'is', 'tomorrow', 'cause', 'i', ""can't"", 'wait', 'to', 'see', 'them', 'play', ',', 'but', 'i', ""don't"", 'want', 'to', 'go', 'to', 'school']",-1
122,"['to', 'whom', 'this', 'may', 'concern', ':', 'please', 'get', 'your', 'shit', 'together', 'before', 'you', 'talk', 'about', 'somebody', 'else', 'love', '\\', 'u002c', 'paris']",-1
123,"['national', 'ice', 'cream', 'day', 'without', 'blue', 'bell', 'is', 'like', 'the', '4th', 'of', 'july', 'without', 'america', '#bluebell']",1
124,"['attention', 'mother', 'fucker', '!', '!', '!', 'selling', 'two', 'kanye', 'west', 'ticket', 'for', 'the', '26th', 'of', 'september', 'at', 'the', 'hollywood', 'bowl', '.', 'dm', 'me', 'for', 'more', 'info', '!', '!', '!']",-1
125,"['@user', 'u', 'going', 'to', 'laidback', 'luke', 'tomorrow', '?', '!']",1
126,"['@user', 'damn', 'brah', 'it', 'wa', 'good', 'too', '!', 'we', 'play', 'the', 'knicks', 'tomorrow']",1
127,"['@user', 'reminds', 'me', 'of', 'all', 'those', 'free-speech-suppressing', 'leader', 'at', 'the', 'charlie', 'hebdo', 'march', '...']",-1
128,"['@user', 'what', 'the', 'what', 'is', 'this', 'admin', '.', 'so', 'fearful', 'of', 'iran', 'in', '1st', 'place', 'the', 'deal', 'stunk', '.']",-1
129,"['#vanessa', 'hudgens', 'zac', 'efron', 'sex', 'famosas', 'video', 'porno']",1
130,"['kanye', 'west', ',', '4th', 'member', 'of', 'the', 'new', 'day', '.', 'kan-ye', 'suck', '.']",-1
131,"['🎶', 'browse', 'this', 'site', 'for', 'more', 'information', 'on', 'dallas', '3d', 'printing', '.', 'this', '...']",1
132,"['@user', 'if', 'we', 'say', 'that', 'islam', 'is', 'a', 'hijacked', 'religion', ';', 'we', 'need', 'to', 'know', 'when', 'so', 'it', 'may', 'be', 'restored', 'it', 'to', 'it', 'previous', 'peaceful', 'state', '.']",1
133,"['@user', 'i', 'want', 'the', 'gucci', 'trainer', 'by', 'tomorrow', '.']",1
134,"['@user', 'is', 'going', 'to', 'be', 'in', 'tempe', 'tomorrow', '...']",1
135,"['1', '.', 'sokie', '2', '.', 'michel', '3', '.', 'paris', '4', '.', 'emily', '#gilmoregirlstop4']",1
136,"['here', 'everybody', '\\', 'u2019s', 'warning', 'nobody', 'better', 'piss', 'me', 'off', 'tomorrow', '\\', 'u002c', 'idc', 'who', 'you', 'are', 'i', '\\', 'u2019m', 'gonna', 'snap', '#done', '#imatmybreakingpoint', '#canttakethisanymore']",-1
